tower_id,column_id,column_name,level_id,module_id,counter_in_module,counter_id,x_center_m,y_center_m,z_center_m,x_lo_m,x_hi_m,y_lo_m,y_hi_m,z_lo_m,z_hi_m
1,5,C5,4,32,1,249,11.6442,5.418,5.264,11.3818,11.9067,4.644,6.192,4.512,6.016
1,5,C5,4,32,2,250,11.3818,5.418,5.264,11.1193,11.6442,4.644,6.192,4.512,6.016
1,5,C5,4,32,3,251,11.6442,3.87,5.264,11.3818,11.9067,3.096,4.644,4.512,6.016
1,5,C5,4,32,4,252,11.3818,3.87,5.264,11.1193,11.6442,3.096,4.644,4.512,6.016
1,5,C5,4,32,5,253,11.6442,2.322,5.264,11.3818,11.9067,1.548,3.096,4.512,6.016
1,5,C5,4,32,6,254,11.3818,2.322,5.264,11.1193,11.6442,1.548,3.096,4.512,6.016
1,5,C5,4,32,7,255,11.3818,0.774,5.264,11.1193,11.6442,0.0,1.548,4.512,6.016
1,5,C5,4,32,8,256,11.6442,0.774,5.264,11.3818,11.9067,0.0,1.548,4.512,6.016
1,5,C5,5,33,1,257,11.6442,5.418,6.768,11.3818,11.9067,4.644,6.192,6.016,7.52
1,5,C5,5,33,2,258,11.3818,5.418,6.768,11.1193,11.6442,4.644,6.192,6.016,7.52
1,5,C5,5,33,3,259,11.6442,3.87,6.768,11.3818,11.9067,3.096,4.644,6.016,7.52
1,5,C5,5,33,4,260,11.3818,3.87,6.768,11.1193,11.6442,3.096,4.644,6.016,7.52
1,5,C5,5,33,5,261,11.6442,2.322,6.768,11.3818,11.9067,1.548,3.096,6.016,7.52
1,5,C5,5,33,6,262,11.3818,2.322,6.768,11.1193,11.6442,1.548,3.096,6.016,7.52
1,5,C5,5,33,7,263,11.3818,0.774,6.768,11.1193,11.6442,0.0,1.548,6.016,7.52
1,5,C5,5,33,8,264,11.6442,0.774,6.768,11.3818,11.9067,0.0,1.548,6.016,7.52
1,5,C5,6,34,1,265,11.6442,5.418,8.272,11.3818,11.9067,4.644,6.192,7.52,9.024
1,5,C5,6,34,2,266,11.3818,5.418,8.272,11.1193,11.6442,4.644,6.192,7.52,9.024
1,5,C5,6,34,3,267,11.6442,3.87,8.272,11.3818,11.9067,3.096,4.644,7.52,9.024
1,5,C5,6,34,4,268,11.3818,3.87,8.272,11.1193,11.6442,3.096,4.644,7.52,9.024
1,5,C5,6,34,5,269,11.6442,2.322,8.272,11.3818,11.9067,1.548,3.096,7.52,9.024
1,5,C5,6,34,6,270,11.3818,2.322,8.272,11.1193,11.6442,1.548,3.096,7.52,9.024
1,5,C5,6,34,7,271,11.3818,0.774,8.272,11.1193,11.6442,0.0,1.548,7.52,9.024
1,5,C5,6,34,8,272,11.6442,0.774,8.272,11.3818,11.9067,0.0,1.548,7.52,9.024
1,5,C5,7,35,1,273,11.6442,5.418,9.776,11.3818,11.9067,4.644,6.192,9.024,10.528
1,5,C5,7,35,2,274,11.3818,5.418,9.776,11.1193,11.6442,4.644,6.192,9.024,10.528
1,5,C5,7,35,3,275,11.6442,3.87,9.776,11.3818,11.9067,3.096,4.644,9.024,10.528
1,5,C5,7,35,4,276,11.3818,3.87,9.776,11.1193,11.6442,3.096,4.644,9.024,10.528
1,5,C5,7,35,5,277,11.6442,2.322,9.776,11.3818,11.9067,1.548,3.096,9.024,10.528
1,5,C5,7,35,6,278,11.3818,2.322,9.776,11.1193,11.6442,1.548,3.096,9.024,10.528
1,5,C5,7,35,7,279,11.3818,0.774,9.776,11.1193,11.6442,0.0,1.548,9.024,10.528
1,5,C5,7,35,8,280,11.6442,0.774,9.776,11.3818,11.9067,0.0,1.548,9.024,10.528
2,1,C1,1,1,1,281,0.6562,14.018,0.752,0.3937,0.9187,13.244,14.792,0.0,1.504
2,1,C1,1,1,2,282,0.3938,14.018,0.752,0.1313,0.6562,13.244,14.792,0.0,1.504
2,1,C1,1,1,3,283,0.6562,12.47,0.752,0.3937,0.9187,11.696,13.244,0.0,1.504
2,1,C1,1,1,4,284,0.3938,12.47,0.752,0.1313,0.6562,11.696,13.244,0.0,1.504
2,1,C1,1,1,5,285,0.6562,10.922,0.752,0.3937,0.9187,10.148,11.696,0.0,1.504
2,1,C1,1,1,6,286,0.3938,10.922,0.752,0.1313,0.6562,10.148,11.696,0.0,1.504
2,1,C1,1,1,7,287,0.3938,9.374,0.752,0.1313,0.6562,8.6,10.148,0.0,1.504
2,1,C1,1,1,8,288,0.6562,9.374,0.752,0.3937,0.9187,8.6,10.148,0.0,1.504
2,1,C1,2,2,1,289,0.6562,14.018,2.256,0.3937,0.9187,13.244,14.792,1.504,3.008
2,1,C1,2,2,2,290,0.3938,14.018,2.256,0.1313,0.6562,13.244,14.792,1.504,3.008
2,1,C1,2,2,3,291,0.6562,12.47,2.256,0.3937,0.9187,11.696,13.244,1.504,3.008
2,1,C1,2,2,4,292,0.3938,12.47,2.256,0.1313,0.6562,11.696,13.244,1.504,3.008
2,1,C1,2,2,5,293,0.6562,10.922,2.256,0.3937,0.9187,10.148,11.696,1.504,3.008
2,1,C1,2,2,6,294,0.3938,10.922,2.256,0.1313,0.6562,10.148,11.696,1.504,3.008
2,1,C1,2,2,7,295,0.3938,9.374,2.256,0.1313,0.6562,8.6,10.148,1.504,3.008
2,1,C1,2,2,8,296,0.6562,9.374,2.256,0.3937,0.9187,8.6,10.148,1.504,3.008
2,1,C1,3,3,1,297,0.6562,14.018,3.76,0.3937,0.9187,13.244,14.792,3.008,4.512
2,1,C1,3,3,2,298,0.3938,14.018,3.76,0.1313,0.6562,13.244,14.792,3.008,4.512
2,1,C1,3,3,3,299,0.6562,12.47,3.76,0.3937,0.9187,11.696,13.244,3.008,4.512
2,1,C1,3,3,4,300,0.3938,12.47,3.76,0.1313,0.6562,11.696,13.244,3.008,4.512
2,1,C1,3,3,5,301,0.6562,10.922,3.76,0.3937,0.9187,10.148,11.696,3.008,4.512
2,1,C1,3,3,6,302,0.3938,10.922,3.76,0.1313,0.6562,10.148,11.696,3.008,4.512
2,1,C1,3,3,7,303,0.3938,9.374,3.76,0.1313,0.6562,8.6,10.148,3.008,4.512
2,1,C1,3,3,8,304,0.6562,9.374,3.76,0.3937,0.9187,8.6,10.148,3.008,4.512
2,1,C1,4,4,1,305,0.6562,14.018,5.264,0.3937,0.9187,13.244,14.792,4.512,6.016
2,1,C1,4,4,2,306,0.3938,14.018,5.264,0.1313,0.6562,13.244,14.792,4.512,6.016
2,1,C1,4,4,3,307,0.6562,12.47,5.264,0.3937,0.9187,11.696,13.244,4.512,6.016
2,1,C1,4,4,4,308,0.3938,12.47,5.264,0.1313,0.6562,11.696,13.244,4.512,6.016
2,1,C1,4,4,5,309,0.6562,10.922,5.264,0.3937,0.9187,10.148,11.696,4.512,6.016
2,1,C1,4,4,6,310,0.3938,10.922,5.264,0.1313,0.6562,10.148,11.696,4.512,6.016
2,1,C1,4,4,7,311,0.3938,9.374,5.264,0.1313,0.6562,8.6,10.148,4.512,6.016
2,1,C1,4,4,8,312,0.6562,9.374,5.264,0.3937,0.9187,8.6,10.148,4.512,6.016
2,1,C1,5,5,1,313,0.6562,14.018,6.768,0.3937,0.9187,13.244,14.792,6.016,7.52
2,1,C1,5,5,2,314,0.3938,14.018,6.768,0.1313,0.6562,13.244,14.792,6.016,7.52
2,1,C1,5,5,3,315,0.6562,12.47,6.768,0.3937,0.9187,11.696,13.244,6.016,7.52
2,1,C1,5,5,4,316,0.3938,12.47,6.768,0.1313,0.6562,11.696,13.244,6.016,7.52
2,1,C1,5,5,5,317,0.6562,10.922,6.768,0.3937,0.9187,10.148,11.696,6.016,7.52
2,1,C1,5,5,6,318,0.3938,10.922,6.768,0.1313,0.6562,10.148,11.696,6.016,7.52
2,1,C1,5,5,7,319,0.3938,9.374,6.768,0.1313,0.6562,8.6,10.148,6.016,7.52
2,1,C1,5,5,8,320,0.6562,9.374,6.768,0.3937,0.9187,8.6,10.148,6.016,7.52
2,1,C1,6,6,1,321,0.6562,14.018,8.272,0.3937,0.9187,13.244,14.792,7.52,9.024
2,1,C1,6,6,2,322,0.3938,14.018,8.272,0.1313,0.6562,13.244,14.792,7.52,9.024
2,1,C1,6,6,3,323,0.6562,12.47,8.272,0.3937,0.9187,11.696,13.244,7.52,9.024
2,1,C1,6,6,4,324,0.3938,12.47,8.272,0.1313,0.6562,11.696,13.244,7.52,9.024
2,1,C1,6,6,5,325,0.6562,10.922,8.272,0.3937,0.9187,10.148,11.696,7.52,9.024
2,1,C1,6,6,6,326,0.3938,10.922,8.272,0.1313,0.6562,10.148,11.696,7.52,9.024
2,1,C1,6,6,7,327,0.3938,9.374,8.272,0.1313,0.6562,8.6,10.148,7.52,9.024
2,1,C1,6,6,8,328,0.6562,9.374,8.272,0.3937,0.9187,8.6,10.148,7.52,9.024
2,1,C1,7,7,1,329,0.6562,14.018,9.776,0.3937,0.9187,13.244,14.792,9.024,10.528
2,1,C1,7,7,2,330,0.3938,14.018,9.776,0.1313,0.6562,13.244,14.792,9.024,10.528
2,1,C1,7,7,3,331,0.6562,12.47,9.776,0.3937,0.9187,11.696,13.244,9.024,10.528
2,1,C1,7,7,4,332,0.3938,12.47,9.776,0.1313,0.6562,11.696,13.244,9.024,10.528
2,1,C1,7,7,5,333,0.6562,10.922,9.776,0.3937,0.9187,10.148,11.696,9.024,10.528
2,1,C1,7,7,6,334,0.3938,10.922,9.776,0.1313,0.6562,10.148,11.696,9.024,10.528
2,1,C1,7,7,7,335,0.3938,9.374,9.776,0.1313,0.6562,8.6,10.148,9.024,10.528
2,1,C1,7,7,8,336,0.6562,9.374,9.776,0.3937,0.9187,8.6,10.148,9.024,10.528
2,2,C2,1,8,1,337,3.4033,14.018,0.752,3.1408,3.6658,13.244,14.792,0.0,1.504
2,2,C2,1,8,2,338,3.1408,14.018,0.752,2.8782,3.4033,13.244,14.792,0.0,1.504
2,2,C2,1,8,3,339,3.4033,12.47,0.752,3.1408,3.6658,11.696,13.244,0.0,1.504
2,2,C2,1,8,4,340,3.1408,12.47,0.752,2.8782,3.4033,11.696,13.244,0.0,1.504
2,2,C2,1,8,5,341,3.4033,10.922,0.752,3.1408,3.6658,10.148,11.696,0.0,1.504
2,2,C2,1,8,6,342,3.1408,10.922,0.752,2.8782,3.4033,10.148,11.696,0.0,1.504
2,2,C2,1,8,7,343,3.1408,9.374,0.752,2.8782,3.4033,8.6,10.148,0.0,1.504
2,2,C2,1,8,8,344,3.4033,9.374,0.752,3.1408,3.6658,8.6,10.148,0.0,1.504
2,2,C2,2,9,1,345,3.4033,14.018,2.256,3.1408,3.6658,13.244,14.792,1.504,3.008
2,2,C2,2,9,2,346,3.1408,14.018,2.256,2.8782,3.4033,13.244,14.792,1.504,3.008
2,2,C2,2,9,3,347,3.4033,12.47,2.256,3.1408,3.6658,11.696,13.244,1.504,3.008
2,2,C2,2,9,4,348,3.1408,12.47,2.256,2.8782,3.4033,11.696,13.244,1.504,3.008
2,2,C2,2,9,5,349,3.4033,10.922,2.256,3.1408,3.6658,10.148,11.696,1.504,3.008
2,2,C2,2,9,6,350,3.1408,10.922,2.256,2.8782,3.4033,10.148,11.696,1.504,3.008
2,2,C2,2,9,7,351,3.1408,9.374,2.256,2.8782,3.4033,8.6,10.148,1.504,3.008
2,2,C2,2,9,8,352,3.4033,9.374,2.256,3.1408,3.6658,8.6,10.148,1.504,3.008
2,2,C2,3,10,1,353,3.4033,14.018,3.76,3.1408,3.6658,13.244,14.792,3.008,4.512
2,2,C2,3,10,2,354,3.1408,14.018,3.76,2.8782,3.4033,13.244,14.792,3.008,4.512
2,2,C2,3,10,3,355,3.4033,12.47,3.76,3.1408,3.6658,11.696,13.244,3.008,4.512
2,2,C2,3,10,4,356,3.1408,12.47,3.76,2.8782,3.4033,11.696,13.244,3.008,4.512
2,2,C2,3,10,5,357,3.4033,10.922,3.76,3.1408,3.6658,10.148,11.696,3.008,4.512
2,2,C2,3,10,6,358,3.1408,10.922,3.76,2.8782,3.4033,10.148,11.696,3.008,4.512
2,2,C2,3,10,7,359,3.1408,9.374,3.76,2.8782,3.4033,8.6,10.148,3.008,4.512
2,2,C2,3,10,8,360,3.4033,9.374,3.76,3.1408,3.6658,8.6,10.148,3.008,4.512
2,2,C2,4,11,1,361,3.4033,14.018,5.264,3.1408,3.6658,13.244,14.792,4.512,6.016
2,2,C2,4,11,2,362,3.1408,14.018,5.264,2.8782,3.4033,13.244,14.792,4.512,6.016
2,2,C2,4,11,3,363,3.4033,12.47,5.264,3.1408,3.6658,11.696,13.244,4.512,6.016
2,2,C2,4,11,4,364,3.1408,12.47,5.264,2.8782,3.4033,11.696,13.244,4.512,6.016
2,2,C2,4,11,5,365,3.4033,10.922,5.264,3.1408,3.6658,10.148,11.696,4.512,6.016
2,2,C2,4,11,6,366,3.1408,10.922,5.264,2.8782,3.4033,10.148,11.696,4.512,6.016
2,2,C2,4,11,7,367,3.1408,9.374,5.264,2.8782,3.4033,8.6,10.148,4.512,6.016
2,2,C2,4,11,8,368,3.4033,9.374,5.264,3.1408,3.6658,8.6,10.148,4.512,6.016
2,2,C2,5,12,1,369,3.4033,14.018,6.768,3.1408,3.6658,13.244,14.792,6.016,7.52
2,2,C2,5,12,2,370,3.1408,14.018,6.768,2.8782,3.4033,13.244,14.792,6.016,7.52
2,2,C2,5,12,3,371,3.4033,12.47,6.768,3.1408,3.6658,11.696,13.244,6.016,7.52
2,2,C2,5,12,4,372,3.1408,12.47,6.768,2.8782,3.4033,11.696,13.244,6.016,7.52
2,2,C2,5,12,5,373,3.4033,10.922,6.768,3.1408,3.6658,10.148,11.696,6.016,7.52
2,2,C2,5,12,6,374,3.1408,10.922,6.768,2.8782,3.4033,10.148,11.696,6.016,7.52
2,2,C2,5,12,7,375,3.1408,9.374,6.768,2.8782,3.4033,8.6,10.148,6.016,7.52
2,2,C2,5,12,8,376,3.4033,9.374,6.768,3.1408,3.6658,8.6,10.148,6.016,7.52
2,2,C2,6,13,1,377,3.4033,14.018,8.272,3.1408,3.6658,13.244,14.792,7.52,9.024
2,2,C2,6,13,2,378,3.1408,14.018,8.272,2.8782,3.4033,13.244,14.792,7.52,9.024
2,2,C2,6,13,3,379,3.4033,12.47,8.272,3.1408,3.6658,11.696,13.244,7.52,9.024
2,2,C2,6,13,4,380,3.1408,12.47,8.272,2.8782,3.4033,11.696,13.244,7.52,9.024
2,2,C2,6,13,5,381,3.4033,10.922,8.272,3.1408,3.6658,10.148,11.696,7.52,9.024
2,2,C2,6,13,6,382,3.1408,10.922,8.272,2.8782,3.4033,10.148,11.696,7.52,9.024
2,2,C2,6,13,7,383,3.1408,9.374,8.272,2.8782,3.4033,8.6,10.148,7.52,9.024
2,2,C2,6,13,8,384,3.4033,9.374,8.272,3.1408,3.6658,8.6,10.148,7.52,9.024
2,2,C2,7,14,1,385,3.4033,14.018,9.776,3.1408,3.6658,13.244,14.792,9.024,10.528
2,2,C2,7,14,2,386,3.1408,14.018,9.776,2.8782,3.4033,13.244,14.792,9.024,10.528
2,2,C2,7,14,3,387,3.4033,12.47,9.776,3.1408,3.6658,11.696,13.244,9.024,10.528
2,2,C2,7,14,4,388,3.1408,12.47,9.776,2.8782,3.4033,11.696,13.244,9.024,10.528
2,2,C2,7,14,5,389,3.4033,10.922,9.776,3.1408,3.6658,10.148,11.696,9.024,10.528
2,2,C2,7,14,6,390,3.1408,10.922,9.776,2.8782,3.4033,10.148,11.696,9.024,10.528
2,2,C2,7,14,7,391,3.1408,9.374,9.776,2.8782,3.4033,8.6,10.148,9.024,10.528
2,2,C2,7,14,8,392,3.4033,9.374,9.776,3.1408,3.6658,8.6,10.148,9.024,10.528
2,3,C3,1,15,1,393,6.1502,14.018,0.752,5.8877,6.4127,13.244,14.792,0.0,1.504
2,3,C3,1,15,2,394,5.8878,14.018,0.752,5.6253,6.1503,13.244,14.792,0.0,1.504
2,3,C3,1,15,3,395,6.1502,12.47,0.752,5.8877,6.4127,11.696,13.244,0.0,1.504
2,3,C3,1,15,4,396,5.8878,12.47,0.752,5.6253,6.1503,11.696,13.244,0.0,1.504
2,3,C3,1,15,5,397,6.1502,10.922,0.752,5.8877,6.4127,10.148,11.696,0.0,1.504
2,3,C3,1,15,6,398,5.8878,10.922,0.752,5.6253,6.1503,10.148,11.696,0.0,1.504
2,3,C3,1,15,7,399,5.8878,9.374,0.752,5.6253,6.1503,8.6,10.148,0.0,1.504
2,3,C3,1,15,8,400,6.1502,9.374,0.752,5.8877,6.4127,8.6,10.148,0.0,1.504
2,3,C3,2,16,1,401,6.1502,14.018,2.256,5.8877,6.4127,13.244,14.792,1.504,3.008
2,3,C3,2,16,2,402,5.8878,14.018,2.256,5.6253,6.1503,13.244,14.792,1.504,3.008
2,3,C3,2,16,3,403,6.1502,12.47,2.256,5.8877,6.4127,11.696,13.244,1.504,3.008
2,3,C3,2,16,4,404,5.8878,12.47,2.256,5.6253,6.1503,11.696,13.244,1.504,3.008
2,3,C3,2,16,5,405,6.1502,10.922,2.256,5.8877,6.4127,10.148,11.696,1.504,3.008
2,3,C3,2,16,6,406,5.8878,10.922,2.256,5.6253,6.1503,10.148,11.696,1.504,3.008
2,3,C3,2,16,7,407,5.8878,9.374,2.256,5.6253,6.1503,8.6,10.148,1.504,3.008
2,3,C3,2,16,8,408,6.1502,9.374,2.256,5.8877,6.4127,8.6,10.148,1.504,3.008
2,3,C3,3,17,1,409,6.1502,14.018,3.76,5.8877,6.4127,13.244,14.792,3.008,4.512
2,3,C3,3,17,2,410,5.8878,14.018,3.76,5.6253,6.1503,13.244,14.792,3.008,4.512
2,3,C3,3,17,3,411,6.1502,12.47,3.76,5.8877,6.4127,11.696,13.244,3.008,4.512
2,3,C3,3,17,4,412,5.8878,12.47,3.76,5.6253,6.1503,11.696,13.244,3.008,4.512
2,3,C3,3,17,5,413,6.1502,10.922,3.76,5.8877,6.4127,10.148,11.696,3.008,4.512
2,3,C3,3,17,6,414,5.8878,10.922,3.76,5.6253,6.1503,10.148,11.696,3.008,4.512
2,3,C3,3,17,7,415,5.8878,9.374,3.76,5.6253,6.1503,8.6,10.148,3.008,4.512
2,3,C3,3,17,8,416,6.1502,9.374,3.76,5.8877,6.4127,8.6,10.148,3.008,4.512
2,3,C3,4,18,1,417,6.1502,14.018,5.264,5.8877,6.4127,13.244,14.792,4.512,6.016
2,3,C3,4,18,2,418,5.8878,14.018,5.264,5.6253,6.1503,13.244,14.792,4.512,6.016
2,3,C3,4,18,3,419,6.1502,12.47,5.264,5.8877,6.4127,11.696,13.244,4.512,6.016
2,3,C3,4,18,4,420,5.8878,12.47,5.264,5.6253,6.1503,11.696,13.244,4.512,6.016
2,3,C3,4,18,5,421,6.1502,10.922,5.264,5.8877,6.4127,10.148,11.696,4.512,6.016
2,3,C3,4,18,6,422,5.8878,10.922,5.264,5.6253,6.1503,10.148,11.696,4.512,6.016
2,3,C3,4,18,7,423,5.8878,9.374,5.264,5.6253,6.1503,8.6,10.148,4.512,6.016
2,3,C3,4,18,8,424,6.1502,9.374,5.264,5.8877,6.4127,8.6,10.148,4.512,6.016
2,3,C3,5,19,1,425,6.1502,14.018,6.768,5.8877,6.4127,13.244,14.792,6.016,7.52
2,3,C3,5,19,2,426,5.8878,14.018,6.768,5.6253,6.1503,13.244,14.792,6.016,7.52
2,3,C3,5,19,3,427,6.1502,12.47,6.768,5.8877,6.4127,11.696,13.244,6.016,7.52
2,3,C3,5,19,4,428,5.8878,12.47,6.768,5.6253,6.1503,11.696,13.244,6.016,7.52
2,3,C3,5,19,5,429,6.1502,10.922,6.768,5.8877,6.4127,10.148,11.696,6.016,7.52
2,3,C3,5,19,6,430,5.8878,10.922,6.768,5.6253,6.1503,10.148,11.696,6.016,7.52
2,3,C3,5,19,7,431,5.8878,9.374,6.768,5.6253,6.1503,8.6,10.148,6.016,7.52
2,3,C3,5,19,8,432,6.1502,9.374,6.768,5.8877,6.4127,8.6,10.148,6.016,7.52
2,3,C3,6,20,1,433,6.1502,14.018,8.272,5.8877,6.4127,13.244,14.792,7.52,9.024
2,3,C3,6,20,2,434,5.8878,14.018,8.272,5.6253,6.1503,13.244,14.792,7.52,9.024
2,3,C3,6,20,3,435,6.1502,12.47,8.272,5.8877,6.4127,11.696,13.244,7.52,9.024
2,3,C3,6,20,4,436,5.8878,12.47,8.272,5.6253,6.1503,11.696,13.244,7.52,9.024
2,3,C3,6,20,5,437,6.1502,10.922,8.272,5.8877,6.4127,10.148,11.696,7.52,9.024
2,3,C3,6,20,6,438,5.8878,10.922,8.272,5.6253,6.1503,10.148,11.696,7.52,9.024
2,3,C3,6,20,7,439,5.8878,9.374,8.272,5.6253,6.1503,8.6,10.148,7.52,9.024
2,3,C3,6,20,8,440,6.1502,9.374,8.272,5.8877,6.4127,8.6,10.148,7.52,9.024
2,3,C3,7,21,1,441,6.1502,14.018,9.776,5.8877,6.4127,13.244,14.792,9.024,10.528
2,3,C3,7,21,2,442,5.8878,14.018,9.776,5.6253,6.1503,13.244,14.792,9.024,10.528
2,3,C3,7,21,3,443,6.1502,12.47,9.776,5.8877,6.4127,11.696,13.244,9.024,10.528
2,3,C3,7,21,4,444,5.8878,12.47,9.776,5.6253,6.1503,11.696,13.244,9.024,10.528
2,3,C3,7,21,5,445,6.1502,10.922,9.776,5.8877,6.4127,10.148,11.696,9.024,10.528
2,3,C3,7,21,6,446,5.8878,10.922,9.776,5.6253,6.1503,10.148,11.696,9.024,10.528
2,3,C3,7,21,7,447,5.8878,9.374,9.776,5.6253,6.1503,8.6,10.148,9.024,10.528
2,3,C3,7,21,8,448,6.1502,9.374,9.776,5.8877,6.4127,8.6,10.148,9.024,10.528
2,4,C4,1,22,1,449,8.8972,14.018,0.752,8.6348,9.1597,13.244,14.792,0.0,1.504
2,4,C4,1,22,2,450,8.6348,14.018,0.752,8.3723,8.8972,13.244,14.792,0.0,1.504
2,4,C4,1,22,3,451,8.8972,12.47,0.752,8.6348,9.1597,11.696,13.244,0.0,1.504
2,4,C4,1,22,4,452,8.6348,12.47,0.752,8.3723,8.8972,11.696,13.244,0.0,1.504
2,4,C4,1,22,5,453,8.8972,10.922,0.752,8.6348,9.1597,10.148,11.696,0.0,1.504
2,4,C4,1,22,6,454,8.6348,10.922,0.752,8.3723,8.8972,10.148,11.696,0.0,1.504
2,4,C4,1,22,7,455,8.6348,9.374,0.752,8.3723,8.8972,8.6,10.148,0.0,1.504
2,4,C4,1,22,8,456,8.8972,9.374,0.752,8.6348,9.1597,8.6,10.148,0.0,1.504
2,4,C4,2,23,1,457,8.8972,14.018,2.256,8.6348,9.1597,13.244,14.792,1.504,3.008
2,4,C4,2,23,2,458,8.6348,14.018,2.256,8.3723,8.8972,13.244,14.792,1.504,3.008
2,4,C4,2,23,3,459,8.8972,12.47,2.256,8.6348,9.1597,11.696,13.244,1.504,3.008
2,4,C4,2,23,4,460,8.6348,12.47,2.256,8.3723,8.8972,11.696,13.244,1.504,3.008
2,4,C4,2,23,5,461,8.8972,10.922,2.256,8.6348,9.1597,10.148,11.696,1.504,3.008
2,4,C4,2,23,6,462,8.6348,10.922,2.256,8.3723,8.8972,10.148,11.696,1.504,3.008
2,4,C4,2,23,7,463,8.6348,9.374,2.256,8.3723,8.8972,8.6,10.148,1.504,3.008
2,4,C4,2,23,8,464,8.8972,9.374,2.256,8.6348,9.1597,8.6,10.148,1.504,3.008
2,4,C4,3,24,1,465,8.8972,14.018,3.76,8.6348,9.1597,13.244,14.792,3.008,4.512
2,4,C4,3,24,2,466,8.6348,14.018,3.76,8.3723,8.8972,13.244,14.792,3.008,4.512
2,4,C4,3,24,3,467,8.8972,12.47,3.76,8.6348,9.1597,11.696,13.244,3.008,4.512
2,4,C4,3,24,4,468,8.6348,12.47,3.76,8.3723,8.8972,11.696,13.244,3.008,4.512
2,4,C4,3,24,5,469,8.8972,10.922,3.76,8.6348,9.1597,10.148,11.696,3.008,4.512
2,4,C4,3,24,6,470,8.6348,10.922,3.76,8.3723,8.8972,10.148,11.696,3.008,4.512
2,4,C4,3,24,7,471,8.6348,9.374,3.76,8.3723,8.8972,8.6,10.148,3.008,4.512
2,4,C4,3,24,8,472,8.8972,9.374,3.76,8.6348,9.1597,8.6,10.148,3.008,4.512
2,4,C4,4,25,1,473,8.8972,14.018,5.264,8.6348,9.1597,13.244,14.792,4.512,6.016
2,4,C4,4,25,2,474,8.6348,14.018,5.264,8.3723,8.8972,13.244,14.792,4.512,6.016
2,4,C4,4,25,3,475,8.8972,12.47,5.264,8.6348,9.1597,11.696,13.244,4.512,6.016
2,4,C4,4,25,4,476,8.6348,12.47,5.264,8.3723,8.8972,11.696,13.244,4.512,6.016
2,4,C4,4,25,5,477,8.8972,10.922,5.264,8.6348,9.1597,10.148,11.696,4.512,6.016
2,4,C4,4,25,6,478,8.6348,10.922,5.264,8.3723,8.8972,10.148,11.696,4.512,6.016
2,4,C4,4,25,7,479,8.6348,9.374,5.264,8.3723,8.8972,8.6,10.148,4.512,6.016
2,4,C4,4,25,8,480,8.8972,9.374,5.264,8.6348,9.1597,8.6,10.148,4.512,6.016
2,4,C4,5,26,1,481,8.8972,14.018,6.768,8.6348,9.1597,13.244,14.792,6.016,7.52
2,4,C4,5,26,2,482,8.6348,14.018,6.768,8.3723,8.8972,13.244,14.792,6.016,7.52
2,4,C4,5,26,3,483,8.8972,12.47,6.768,8.6348,9.1597,11.696,13.244,6.016,7.52
2,4,C4,5,26,4,484,8.6348,12.47,6.768,8.3723,8.8972,11.696,13.244,6.016,7.52
2,4,C4,5,26,5,485,8.8972,10.922,6.768,8.6348,9.1597,10.148,11.696,6.016,7.52
2,4,C4,5,26,6,486,8.6348,10.922,6.768,8.3723,8.8972,10.148,11.696,6.016,7.52
2,4,C4,5,26,7,487,8.6348,9.374,6.768,8.3723,8.8972,8.6,10.148,6.016,7.52
2,4,C4,5,26,8,488,8.8972,9.374,6.768,8.6348,9.1597,8.6,10.148,6.016,7.52
2,4,C4,6,27,1,489,8.8972,14.018,8.272,8.6348,9.1597,13.244,14.792,7.52,9.024
2,4,C4,6,27,2,490,8.6348,14.018,8.272,8.3723,8.8972,13.244,14.792,7.52,9.024
2,4,C4,6,27,3,491,8.8972,12.47,8.272,8.6348,9.1597,11.696,13.244,7.52,9.024
2,4,C4,6,27,4,492,8.6348,12.47,8.272,8.3723,8.8972,11.696,13.244,7.52,9.024
2,4,C4,6,27,5,493,8.8972,10.922,8.272,8.6348,9.1597,10.148,11.696,7.52,9.024
2,4,C4,6,27,6,494,8.6348,10.922,8.272,8.3723,8.8972,10.148,11.696,7.52,9.024
2,4,C4,6,27,7,495,8.6348,9.374,8.272,8.3723,8.8972,8.6,10.148,7.52,9.024
2,4,C4,6,27,8,496,8.8972,9.374,8.272,8.6348,9.1597,8.6,10.148,7.52,9.024
2,4,C4,7,28,1,497,8.8972,14.018,9.776,8.6348,9.1597,13.244,14.792,9.024,10.528
2,4,C4,7,28,2,498,8.6348,14.018,9.776,8.3723,8.8972,13.244,14.792,9.024,10.528
2,4,C4,7,28,3,499,8.8972,12.47,9.776,8.6348,9.1597,11.696,13.244,9.024,10.528
2,4,C4,7,28,4,500,8.6348,12.47,9.776,8.3723,8.8972,11.696,13.244,9.024,10.528
2,4,C4,7,28,5,501,8.8972,10.922,9.776,8.6348,9.1597,10.148,11.696,9.024,10.528
2,4,C4,7,28,6,502,8.6348,10.922,9.776,8.3723,8.8972,10.148,11.696,9.024,10.528
2,4,C4,7,28,7,503,8.6348,9.374,9.776,8.3723,8.8972,8.6,10.148,9.024,10.528
2,4,C4,7,28,8,504,8.8972,9.374,9.776,8.6348,9.1597,8.6,10.148,9.024,10.528
2,5,C5,1,29,1,505,11.6442,14.018,0.752,11.3818,11.9067,13.244,14.792,0.0,1.504
