bin_index,azimuth_lo_deg,azimuth_hi_deg,azimuth_center_deg,zenith_lo_deg,zenith_hi_deg,zenith_center_deg,slant_rock_m,intensity_raw,solid_angle_sr,fig7_lvd_azimuth_center_deg
274,69.5,75.8,72.65,36.0,40.0,38.0,3796.0,433.0,0.004725078796611753,330.35
275,75.8,82.1,78.94999999999999,36.0,40.0,38.0,3898.0,392.0,0.004725078796611753,324.05
276,82.1,88.4,85.25,36.0,40.0,38.0,4054.0,259.0,0.004725078796611763,317.75
277,88.4,94.7,91.55000000000001,36.0,40.0,38.0,4136.0,243.0,0.004725078796611753,311.45
278,94.7,101.1,97.9,36.0,40.0,38.0,4230.0,184.0,0.004800080047351617,305.1
279,101.1,107.4,104.25,36.0,40.0,38.0,4351.0,202.0,0.004725078796611763,298.75
280,107.4,113.7,110.55000000000001,36.0,40.0,38.0,4391.0,159.0,0.004725078796611753,292.45
281,113.7,120.0,116.85,36.0,40.0,38.0,4506.0,160.0,0.004725078796611753,286.15
282,120.0,126.3,123.15,36.0,40.0,38.0,4771.0,95.0,0.004725078796611753,279.85
283,126.3,132.6,129.45,36.0,40.0,38.0,4977.0,79.0,0.004725078796611753,273.55
284,132.6,138.9,135.75,36.0,40.0,38.0,5041.0,87.0,0.004725078796611763,267.25
285,138.9,145.3,142.10000000000002,36.0,40.0,38.0,4949.0,97.0,0.004800080047351629,260.9
286,145.3,151.6,148.45,36.0,40.0,38.0,4704.0,116.0,0.0047250787966117425,254.55
287,151.6,157.9,154.75,36.0,40.0,38.0,4484.0,200.0,0.004725078796611763,248.25
288,157.9,164.2,161.05,36.0,40.0,38.0,4247.0,261.0,0.0047250787966117425,241.95
289,164.2,170.5,167.35,36.0,40.0,38.0,4032.0,349.0,0.004725078796611763,235.65
290,170.5,176.8,173.65,36.0,40.0,38.0,3798.0,503.0,0.004725078796611763,229.35
291,176.8,183.2,180.0,36.0,40.0,38.0,3684.0,551.0,0.004800080047351607,223.0
292,183.2,189.5,186.35,36.0,40.0,38.0,3598.0,644.0,0.004725078796611763,216.65
293,189.5,195.8,192.65,36.0,40.0,38.0,3498.0,751.0,0.004725078796611763,210.35
294,195.8,202.1,198.95,36.0,40.0,38.0,3519.0,734.0,0.0047250787966117425,204.05
295,202.1,208.4,205.25,36.0,40.0,38.0,3581.0,731.0,0.004725078796611763,197.75
296,208.4,214.7,211.55,36.0,40.0,38.0,3652.0,690.0,0.0047250787966117425,191.45
297,214.7,221.1,217.89999999999998,36.0,40.0,38.0,3760.0,641.0,0.004800080047351629,185.10000000000002
298,221.1,227.4,224.25,36.0,40.0,38.0,3814.0,545.0,0.004725078796611763,178.75
299,227.4,233.7,230.55,36.0,40.0,38.0,3839.0,554.0,0.0047250787966117425,172.45
300,233.7,240.0,236.85,36.0,40.0,38.0,3780.0,550.0,0.004725078796611763,166.15
301,240.0,246.3,243.15,36.0,40.0,38.0,3778.0,572.0,0.004725078796611763,159.85
302,246.3,252.6,249.45,36.0,40.0,38.0,3853.0,515.0,0.0047250787966117425,153.55
303,252.6,258.9,255.75,36.0,40.0,38.0,3967.0,383.0,0.0047250787966117425,147.25
304,258.9,265.3,262.1,36.0,40.0,38.0,4020.0,425.0,0.0048000800473516495,140.89999999999998
305,265.3,271.6,268.45000000000005,36.0,40.0,38.0,4050.0,366.0,0.004725078796611763,134.54999999999995
306,271.6,277.9,274.75,36.0,40.0,38.0,3881.0,414.0,0.004725078796611721,128.25
307,277.9,284.2,281.04999999999995,36.0,40.0,38.0,3739.0,518.0,0.004725078796611763,121.95000000000005
308,284.2,290.5,287.35,36.0,40.0,38.0,3615.0,584.0,0.004725078796611763,115.64999999999998
309,290.5,296.8,293.65,36.0,40.0,38.0,3491.0,622.0,0.004725078796611763,109.35000000000002
310,296.8,303.2,300.0,36.0,40.0,38.0,3393.0,691.0,0.004800080047351607,103.0
311,303.2,309.5,306.35,36.0,40.0,38.0,3350.0,742.0,0.004725078796611763,96.64999999999998
312,309.5,315.8,312.65,36.0,40.0,38.0,3294.0,811.0,0.004725078796611763,90.35000000000002
313,315.8,322.1,318.95000000000005,36.0,40.0,38.0,3283.0,781.0,0.004725078796611763,84.04999999999995
314,322.1,328.4,325.25,36.0,40.0,38.0,3264.0,857.0,0.004725078796611721,77.75
315,328.4,334.7,331.54999999999995,36.0,40.0,38.0,3246.0,910.0,0.004725078796611763,71.45000000000005
316,334.7,341.1,337.9,36.0,40.0,38.0,3261.0,922.0,0.0048000800473516495,65.10000000000002
317,341.1,347.4,344.25,36.0,40.0,38.0,3263.0,1025.0,0.004725078796611721,58.75
318,347.4,353.7,350.54999999999995,36.0,40.0,38.0,3273.0,876.0,0.004725078796611763,52.450000000000045
319,353.7,360.0,356.85,36.0,40.0,38.0,3294.0,923.0,0.004725078796611763,46.14999999999998
320,0.0,5.8,2.9,40.0,44.0,42.0,3450.0,750.0,0.00472786879641011,40.1
321,5.8,11.6,8.7,40.0,44.0,42.0,3469.0,709.0,0.00472786879641011,34.3
322,11.6,17.4,14.5,40.0,44.0,42.0,3496.0,662.0,0.004727868796410109,28.5
323,17.4,23.2,20.299999999999997,40.0,44.0,42.0,3531.0,636.0,0.004727868796410111,22.700000000000003
324,23.2,29.0,26.1,40.0,44.0,42.0,3567.0,654.0,0.004727868796410111,16.9
325,29.0,34.8,31.9,40.0,44.0,42.0,3602.0,639.0,0.004727868796410108,11.100000000000001
326,34.8,40.6,37.7,40.0,44.0,42.0,3644.0,604.0,0.004727868796410114,5.299999999999997
327,40.6,46.5,43.55,40.0,44.0,42.0,3656.0,569.0,0.0048093837756585595,359.45
328,46.5,52.3,49.4,40.0,44.0,42.0,3736.0,486.0,0.004727868796410108,353.6
329,52.3,58.1,55.2,40.0,44.0,42.0,3824.0,438.0,0.004727868796410114,347.8
330,58.1,63.9,61.0,40.0,44.0,42.0,3921.0,323.0,0.004727868796410108,342.0
331,63.9,69.7,66.8,40.0,44.0,42.0,4001.0,342.0,0.004727868796410114,336.2
332,69.7,75.5,72.6,40.0,44.0,42.0,4055.0,302.0,0.004727868796410108,330.4
333,75.5,81.3,78.4,40.0,44.0,42.0,4226.0,228.0,0.004727868796410108,324.6
334,81.3,87.1,84.19999999999999,40.0,44.0,42.0,4443.0,124.0,0.004727868796410108,318.8
335,87.1,92.9,90.0,40.0,44.0,42.0,4434.0,160.0,0.004727868796410119,313.0
336,92.9,98.7,95.80000000000001,40.0,44.0,42.0,4437.0,175.0,0.004727868796410108,307.2
337,98.7,104.5,101.6,40.0,44.0,42.0,4539.0,146.0,0.004727868796410108,301.4
338,104.5,110.3,107.4,40.0,44.0,42.0,4628.0,128.0,0.004727868796410108,295.6
339,110.3,116.1,113.19999999999999,40.0,44.0,42.0,4810.0,106.0,0.004727868796410108,289.8
340,116.1,121.9,119.0,40.0,44.0,42.0,4971.0,93.0,0.004727868796410119,284.0
341,121.9,127.7,124.80000000000001,40.0,44.0,42.0,5157.0,61.0,0.004727868796410108,278.2
342,127.7,133.5,130.6,40.0,44.0,42.0,5157.0,62.0,0.004727868796410108,272.4
343,133.5,139.4,136.45,40.0,44.0,42.0,5256.0,46.0,0.004809383775658565,266.55
344,139.4,145.2,142.3,40.0,44.0,42.0,5226.0,62.0,0.004727868796410096,260.7
345,145.2,151.0,148.1,40.0,44.0,42.0,4963.0,90.0,0.004727868796410119,254.9
346,151.0,156.8,153.9,40.0,44.0,42.0,4741.0,120.0,0.004727868796410119,249.1
347,156.8,162.6,159.7,40.0,44.0,42.0,4486.0,163.0,0.004727868796410096,243.3
348,162.6,168.4,165.5,40.0,44.0,42.0,4252.0,244.0,0.004727868796410119,237.5
349,168.4,174.2,171.3,40.0,44.0,42.0,4024.0,355.0,0.004727868796410096,231.7
350,174.2,180.0,177.1,40.0,44.0,42.0,3817.0,465.0,0.004727868796410119,225.9
351,180.0,185.8,182.9,40.0,44.0,42.0,3698.0,567.0,0.004727868796410119,220.1
352,185.8,191.6,188.7,40.0,44.0,42.0,3604.0,643.0,0.004727868796410096,214.3
353,191.6,197.4,194.5,40.0,44.0,42.0,3509.0,697.0,0.004727868796410119,208.5
354,197.4,203.2,200.3,40.0,44.0,42.0,3531.0,710.0,0.004727868796410096,202.7
355,203.2,209.0,206.1,40.0,44.0,42.0,3577.0,704.0,0.004727868796410119,196.9
356,209.0,214.8,211.9,40.0,44.0,42.0,3662.0,642.0,0.004727868796410119,191.1
357,214.8,220.6,217.7,40.0,44.0,42.0,3788.0,516.0,0.004727868796410096,185.3
358,220.6,226.5,223.55,40.0,44.0,42.0,3858.0,485.0,0.004809383775658565,179.45
359,226.5,232.3,229.4,40.0,44.0,42.0,3822.0,505.0,0.004727868796410119,173.6
360,232.3,238.1,235.2,40.0,44.0,42.0,3817.0,515.0,0.004727868796410096,167.8
361,238.1,243.9,241.0,40.0,44.0,42.0,3819.0,510.0,0.004727868796410119,162.0
362,243.9,249.7,246.8,40.0,44.0,42.0,3879.0,431.0,0.004727868796410096,156.2
363,249.7,255.5,252.6,40.0,44.0,42.0,3987.0,390.0,0.004727868796410119,150.4
364,255.5,261.3,258.4,40.0,44.0,42.0,4045.0,369.0,0.004727868796410119,144.60000000000002
365,261.3,267.1,264.20000000000005,40.0,44.0,42.0,4105.0,336.0,0.004727868796410119,138.79999999999995
366,267.1,272.9,270.0,40.0,44.0,42.0,4168.0,311.0,0.004727868796410073,133.0
367,272.9,278.7,275.79999999999995,40.0,44.0,42.0,3995.0,333.0,0.004727868796410119,127.20000000000005
368,278.7,284.5,281.6,40.0,44.0,42.0,3832.0,409.0,0.004727868796410119,121.39999999999998
369,284.5,290.3,287.4,40.0,44.0,42.0,3686.0,481.0,0.004727868796410119,115.60000000000002
370,290.3,296.1,293.20000000000005,40.0,44.0,42.0,3581.0,562.0,0.004727868796410119,109.79999999999995
371,296.1,301.9,299.0,40.0,44.0,42.0,3524.0,612.0,0.004727868796410073,104.0
372,301.9,307.7,304.79999999999995,40.0,44.0,42.0,3456.0,623.0,0.004727868796410119,98.20000000000005
373,307.7,313.5,310.6,40.0,44.0,42.0,3404.0,659.0,0.004727868796410119,92.39999999999998
374,313.5,319.4,316.45,40.0,44.0,42.0,3386.0,659.0,0.004809383775658542,86.55000000000001
375,319.4,325.2,322.29999999999995,40.0,44.0,42.0,3367.0,757.0,0.004727868796410119,80.70000000000005
376,325.2,331.0,328.1,40.0,44.0,42.0,3365.0,765.0,0.004727868796410119,74.89999999999998
377,331.0,336.8,333.9,40.0,44.0,42.0,3354.0,760.0,0.004727868796410119,69.10000000000002
378,336.8,342.6,339.70000000000005,40.0,44.0,42.0,3377.0,797.0,0.004727868796410119,63.299999999999955
379,342.6,348.4,345.5,40.0,44.0,42.0,3352.0,796.0,0.004727868796410073,57.5
380,348.4,354.2,351.29999999999995,40.0,44.0,42.0,3371.0,823.0,0.004727868796410119,51.700000000000045
381,354.2,360.0,357.1,40.0,44.0,42.0,3412.0,736.0,0.004727868796410119,45.89999999999998
382,0.0,5.5,2.75,44.0,48.0,46.0,3606.0,605.0,0.004819736623459463,40.25
383,5.5,10.9,8.2,44.0,48.0,46.0,3644.0,530.0,0.004732105048487473,34.8
384,10.9,16.4,13.649999999999999,44.0,48.0,46.0,3703.0,467.0,0.004819736623459461,29.35
385,16.4,21.8,19.1,44.0,48.0,46.0,3776.0,473.0,0.004732105048487474,23.9
386,21.8,27.3,24.55,44.0,48.0,46.0,3809.0,458.0,0.004819736623459463,18.45
387,27.3,32.7,30.0,44.0,48.0,46.0,3825.0,470.0,0.004732105048487474,13.0
388,32.7,38.2,35.45,44.0,48.0,46.0,3871.0,456.0,0.004819736623459463,7.549999999999997
389,38.2,43.6,40.900000000000006,44.0,48.0,46.0,3938.0,427.0,0.004732105048487471,2.0999999999999943
390,43.6,49.1,46.35,44.0,48.0,46.0,4022.0,338.0,0.004819736623459463,356.65
391,49.1,54.5,51.8,44.0,48.0,46.0,4118.0,298.0,0.004732105048487471,351.2
392,54.5,60.0,57.25,44.0,48.0,46.0,4118.0,257.0,0.004819736623459463,345.75
393,60.0,65.5,62.75,44.0,48.0,46.0,4187.0,250.0,0.004819736623459463,340.25
394,65.5,70.9,68.2,44.0,48.0,46.0,4318.0,197.0,0.004732105048487477,334.8
395,70.9,76.4,73.65,44.0,48.0,46.0,4477.0,151.0,0.004819736623459463,329.35
396,76.4,81.8,79.1,44.0,48.0,46.0,4807.0,100.0,0.004732105048487465,323.9
397,81.8,87.3,84.55,44.0,48.0,46.0,5327.0,56.0,0.004819736623459463,318.45
398,87.3,92.7,90.0,44.0,48.0,46.0,5332.0,49.0,0.004732105048487477,313.0
399,92.7,98.2,95.45,44.0,48.0,46.0,5168.0,64.0,0.004819736623459463,307.55
400,98.2,103.6,100.9,44.0,48.0,46.0,5173.0,66.0,0.004732105048487465,302.1
401,103.6,109.1,106.35,44.0,48.0,46.0,5180.0,48.0,0.004819736623459463,296.65
402,109.1,114.5,111.8,44.0,48.0,46.0,5218.0,65.0,0.004732105048487477,291.2
403,114.5,120.0,117.25,44.0,48.0,46.0,5270.0,52.0,0.004819736623459463,285.75
404,120.0,125.5,122.75,44.0,48.0,46.0,5390.0,42.0,0.004819736623459463,280.25
405,125.5,130.9,128.2,44.0,48.0,46.0,5387.0,38.0,0.004732105048487477,274.8
406,130.9,136.4,133.65,44.0,48.0,46.0,5502.0,47.0,0.004819736623459463,269.35
407,136.4,141.8,139.10000000000002,44.0,48.0,46.0,5652.0,41.0,0.004732105048487477,263.9
408,141.8,147.3,144.55,44.0,48.0,46.0,5839.0,35.0,0.004819736623459463,258.45
409,147.3,152.7,150.0,44.0,48.0,46.0,5670.0,34.0,0.004732105048487452,253.0
410,152.7,158.2,155.45,44.0,48.0,46.0,5395.0,27.0,0.004819736623459463,247.55
411,158.2,163.6,160.89999999999998,44.0,48.0,46.0,4786.0,71.0,0.004732105048487477,242.10000000000002
412,163.6,169.1,166.35,44.0,48.0,46.0,4442.0,155.0,0.004819736623459463,236.65
413,169.1,174.5,171.8,44.0,48.0,46.0,4195.0,200.0,0.004732105048487477,231.2
414,174.5,180.0,177.25,44.0,48.0,46.0,3917.0,318.0,0.004819736623459463,225.75
415,180.0,185.5,182.75,44.0,48.0,46.0,3717.0,514.0,0.004819736623459463,220.25
416,185.5,190.9,188.2,44.0,48.0,46.0,3628.0,656.0,0.004732105048487477,214.8
417,190.9,196.4,193.65,44.0,48.0,46.0,3558.0,734.0,0.004819736623459463,209.35
418,196.4,201.8,199.10000000000002,44.0,48.0,46.0,3535.0,772.0,0.004732105048487477,203.89999999999998
419,201.8,207.3,204.55,44.0,48.0,46.0,3573.0,727.0,0.004819736623459463,198.45
420,207.3,212.7,210.0,44.0,48.0,46.0,3640.0,654.0,0.004732105048487452,193.0
421,212.7,218.2,215.45,44.0,48.0,46.0,3782.0,590.0,0.004819736623459463,187.55
422,218.2,223.6,220.89999999999998,44.0,48.0,46.0,3900.0,505.0,0.004732105048487477,182.10000000000002
423,223.6,229.1,226.35,44.0,48.0,46.0,3895.0,526.0,0.004819736623459463,176.65
424,229.1,234.5,231.8,44.0,48.0,46.0,3839.0,521.0,0.004732105048487477,171.2
425,234.5,240.0,237.25,44.0,48.0,46.0,3835.0,496.0,0.004819736623459463,165.75
426,240.0,245.5,242.75,44.0,48.0,46.0,3911.0,456.0,0.004819736623459463,160.25
427,245.5,250.9,248.2,44.0,48.0,46.0,4015.0,380.0,0.004732105048487477,154.8
428,250.9,256.4,253.64999999999998,44.0,48.0,46.0,4086.0,336.0,0.004819736623459438,149.35000000000002
429,256.4,261.8,259.1,44.0,48.0,46.0,4115.0,374.0,0.004732105048487502,143.89999999999998
430,261.8,267.3,264.55,44.0,48.0,46.0,4262.0,289.0,0.004819736623459463,138.45
431,267.3,272.7,270.0,44.0,48.0,46.0,4320.0,240.0,0.004732105048487452,133.0
432,272.7,278.2,275.45,44.0,48.0,46.0,4156.0,299.0,0.004819736623459463,127.55000000000001
433,278.2,283.6,280.9,44.0,48.0,46.0,4002.0,344.0,0.004732105048487502,122.10000000000002
434,283.6,289.1,286.35,44.0,48.0,46.0,3859.0,416.0,0.004819736623459463,116.64999999999998
435,289.1,294.5,291.8,44.0,48.0,46.0,3722.0,482.0,0.004732105048487452,111.19999999999999
436,294.5,300.0,297.25,44.0,48.0,46.0,3647.0,465.0,0.004819736623459463,105.75
437,300.0,305.5,302.75,44.0,48.0,46.0,3602.0,492.0,0.004819736623459463,100.25
438,305.5,310.9,308.2,44.0,48.0,46.0,3552.0,513.0,0.004732105048487452,94.80000000000001
439,310.9,316.4,313.65,44.0,48.0,46.0,3503.0,594.0,0.004819736623459463,89.35000000000002
440,316.4,321.8,319.1,44.0,48.0,46.0,3508.0,587.0,0.004732105048487502,83.89999999999998
441,321.8,327.3,324.55,44.0,48.0,46.0,3483.0,585.0,0.004819736623459463,78.44999999999999
442,327.3,332.7,330.0,44.0,48.0,46.0,3489.0,633.0,0.004732105048487452,73.0
443,332.7,338.2,335.45,44.0,48.0,46.0,3478.0,692.0,0.004819736623459463,67.55000000000001
444,338.2,343.6,340.9,44.0,48.0,46.0,3488.0,637.0,0.004732105048487502,62.10000000000002
445,343.6,349.1,346.35,44.0,48.0,46.0,3495.0,627.0,0.004819736623459463,56.64999999999998
446,349.1,354.5,351.8,44.0,48.0,46.0,3525.0,599.0,0.004732105048487452,51.19999999999999
447,354.5,360.0,357.25,44.0,48.0,46.0,3571.0,584.0,0.004819736623459463,45.75
448,0.0,5.1,2.55,48.0,52.0,50.0,3920.0,330.0,0.004759383162019045,40.45
449,5.1,10.3,7.7,48.0,52.0,50.0,3979.0,315.0,0.004852704400490007,35.3
450,10.3,15.4,12.850000000000001,48.0,52.0,50.0,4050.0,315.0,0.004759383162019045,30.15
451,15.4,20.6,18.0,48.0,52.0,50.0,4075.0,299.0,0.004852704400490007,25.0
452,20.6,25.7,23.15,48.0,52.0,50.0,4094.0,261.0,0.004759383162019042,19.85
453,25.7,30.9,28.299999999999997,48.0,52.0,50.0,4149.0,270.0,0.004852704400490005,14.700000000000003
454,30.9,36.0,33.45,48.0,52.0,50.0,4294.0,247.0,0.004759383162019046,9.549999999999997
455,36.0,41.1,38.55,48.0,52.0,50.0,4332.0,234.0,0.004759383162019046,4.450000000000003
456,41.1,46.3,43.7,48.0,52.0,50.0,4336.0,236.0,0.0048527044004900025,359.3
457,46.3,51.4,48.849999999999994,48.0,52.0,50.0,4440.0,162.0,0.004759383162019046,354.15
458,51.4,56.6,54.0,48.0,52.0,50.0,4571.0,158.0,0.0048527044004900086,349.0
459,56.6,61.7,59.150000000000006,48.0,52.0,50.0,4577.0,159.0,0.004759383162019046,343.85
460,61.7,66.9,64.30000000000001,48.0,52.0,50.0,4682.0,128.0,0.0048527044004900086,338.7
461,66.9,72.0,69.45,48.0,52.0,50.0,4870.0,103.0,0.0047593831620190395,333.55
462,72.0,77.1,74.55,48.0,52.0,50.0,5052.0,75.0,0.0047593831620190395,328.45
463,77.1,82.3,79.69999999999999,48.0,52.0,50.0,5586.0,40.0,0.0048527044004900086,323.3
464,82.3,87.4,84.85,48.0,52.0,50.0,5782.0,34.0,0.0047593831620190525,318.15
465,87.4,92.6,90.0,48.0,52.0,50.0,5554.0,41.0,0.0048527044004899956,313.0
466,92.6,97.7,95.15,48.0,52.0,50.0,5519.0,35.0,0.0047593831620190525,307.85
467,97.7,102.9,100.30000000000001,48.0,52.0,50.0,5461.0,44.0,0.0048527044004900086,302.7
468,102.9,108.0,105.45,48.0,52.0,50.0,5430.0,37.0,0.0047593831620190395,297.55
469,108.0,113.1,110.55,48.0,52.0,50.0,5452.0,41.0,0.0047593831620190395,292.45
470,113.1,118.3,115.69999999999999,48.0,52.0,50.0,5504.0,35.0,0.0048527044004900086,287.3
471,118.3,123.4,120.85,48.0,52.0,50.0,5614.0,35.0,0.0047593831620190525,282.15
472,123.4,128.6,126.0,48.0,52.0,50.0,5680.0,30.0,0.0048527044004899956,277.0
473,128.6,133.7,131.14999999999998,48.0,52.0,50.0,5804.0,33.0,0.0047593831620190395,271.85
474,133.7,138.9,136.3,48.0,52.0,50.0,5980.0,28.0,0.004852704400490022,266.7
475,138.9,144.0,141.45,48.0,52.0,50.0,6245.0,22.0,0.0047593831620190395,261.55
476,144.0,149.1,146.55,48.0,52.0,50.0,6652.0,12.0,0.0047593831620190395,256.45
477,149.1,154.3,151.7,48.0,52.0,50.0,7370.0,4.0,0.004852704400490022,251.3
478,154.3,159.4,156.85000000000002,48.0,52.0,50.0,7729.0,4.0,0.0047593831620190395,246.14999999999998
479,159.4,164.6,162.0,48.0,52.0,50.0,7584.0,4.0,0.0048527044004899956,241.0
480,164.6,169.7,167.14999999999998,48.0,52.0,50.0,7415.0,4.0,0.0047593831620190395,235.85000000000002
481,169.7,174.9,172.3,48.0,52.0,50.0,6974.0,5.0,0.004852704400490022,230.7
482,174.9,180.0,177.45,48.0,52.0,50.0,5742.0,24.0,0.0047593831620190395,225.55
483,180.0,185.1,182.55,48.0,52.0,50.0,4579.0,101.0,0.0047593831620190395,220.45
484,185.1,190.3,187.7,48.0,52.0,50.0,3915.0,301.0,0.004852704400490022,215.3
485,190.3,195.4,192.85000000000002,48.0,52.0,50.0,3654.0,647.0,0.0047593831620190395,210.14999999999998
486,195.4,200.6,198.0,48.0,52.0,50.0,3605.0,687.0,0.0048527044004899956,205.0
487,200.6,205.7,203.14999999999998,48.0,52.0,50.0,3599.0,695.0,0.0047593831620190395,199.85000000000002
488,205.7,210.9,208.3,48.0,52.0,50.0,3648.0,800.0,0.004852704400490022,194.7
489,210.9,216.0,213.45,48.0,52.0,50.0,3766.0,592.0,0.0047593831620190395,189.55
490,216.0,221.1,218.55,48.0,52.0,50.0,3922.0,550.0,0.0047593831620190395,184.45
491,221.1,226.3,223.7,48.0,52.0,50.0,3963.0,494.0,0.004852704400490022,179.3
492,226.3,231.4,228.85000000000002,48.0,52.0,50.0,3908.0,462.0,0.0047593831620190395,174.14999999999998
493,231.4,236.6,234.0,48.0,52.0,50.0,3866.0,502.0,0.0048527044004899956,169.0
494,236.6,241.7,239.14999999999998,48.0,52.0,50.0,3920.0,447.0,0.0047593831620190395,163.85000000000002
495,241.7,246.9,244.3,48.0,52.0,50.0,4036.0,395.0,0.004852704400490022,158.7
496,246.9,252.0,249.45,48.0,52.0,50.0,4146.0,338.0,0.0047593831620190395,153.55
497,252.0,257.1,254.55,48.0,52.0,50.0,4182.0,340.0,0.0047593831620190655,148.45
498,257.1,262.3,259.70000000000005,48.0,52.0,50.0,4275.0,285.0,0.0048527044004899956,143.29999999999995
499,262.3,267.4,264.85,48.0,52.0,50.0,4484.0,201.0,0.004759383162019013,138.14999999999998
500,267.4,272.6,270.0,48.0,52.0,50.0,4466.0,199.0,0.0048527044004900485,133.0
501,272.6,277.7,275.15,48.0,52.0,50.0,4315.0,260.0,0.004759383162019013,127.85000000000002
502,277.7,282.9,280.29999999999995,48.0,52.0,50.0,4176.0,296.0,0.0048527044004899956,122.70000000000005
503,282.9,288.0,285.45,48.0,52.0,50.0,4016.0,364.0,0.0047593831620190655,117.55000000000001
504,288.0,293.1,290.55,48.0,52.0,50.0,3906.0,403.0,0.0047593831620190655,112.44999999999999
505,293.1,298.3,295.70000000000005,48.0,52.0,50.0,3846.0,387.0,0.0048527044004899956,107.29999999999995
506,298.3,303.4,300.85,48.0,52.0,50.0,3794.0,421.0,0.004759383162019013,102.14999999999998
507,303.4,308.6,306.0,48.0,52.0,50.0,3736.0,411.0,0.0048527044004900485,97.0
508,308.6,313.7,311.15,48.0,52.0,50.0,3699.0,422.0,0.004759383162019013,91.85000000000002
509,313.7,318.9,316.29999999999995,48.0,52.0,50.0,3666.0,415.0,0.0048527044004899956,86.70000000000005
510,318.9,324.0,321.45,48.0,52.0,50.0,3677.0,434.0,0.0047593831620190655,81.55000000000001
511,324.0,329.1,326.55,48.0,52.0,50.0,3662.0,513.0,0.0047593831620190655,76.44999999999999
512,329.1,334.3,331.70000000000005,48.0,52.0,50.0,3650.0,468.0,0.0048527044004899956,71.29999999999995
513,334.3,339.4,336.85,48.0,52.0,50.0,3663.0,481.0,0.004759383162019013,66.14999999999998
514,339.4,344.6,342.0,48.0,52.0,50.0,3703.0,420.0,0.0048527044004900485,61.0
515,344.6,349.7,347.15,48.0,52.0,50.0,3739.0,429.0,0.004759383162019013,55.85000000000002
516,349.7,354.9,352.29999999999995,48.0,52.0,50.0,3782.0,420.0,0.0048527044004899956,50.700000000000045
517,354.9,360.0,357.45,48.0,52.0,50.0,3865.0,374.0,0.0047593831620190655,45.55000000000001
518,0.0,4.9,2.45,52.0,56.0,54.0,4339.0,173.0,0.004829256263559316,40.55
519,4.9,9.7,7.3,52.0,56.0,54.0,4394.0,155.0,0.004730700013282594,35.7
520,9.7,14.6,12.149999999999999,52.0,56.0,54.0,4493.0,143.0,0.004829256263559316,30.85
521,14.6,19.5,17.05,52.0,56.0,54.0,4536.0,132.0,0.004829256263559316,25.95
522,19.5,24.3,21.9,52.0,56.0,54.0,4559.0,168.0,0.0047307000132825955,21.1
523,24.3,29.2,26.75,52.0,56.0,54.0,4569.0,111.0,0.004829256263559315,16.25
524,29.2,34.1,31.65,52.0,56.0,54.0,4677.0,151.0,0.004829256263559318,11.350000000000001
525,34.1,38.9,36.5,52.0,56.0,54.0,4873.0,101.0,0.004730700013282592,6.5
526,38.9,43.8,41.349999999999994,52.0,56.0,54.0,5089.0,87.0,0.004829256263559315,1.6500000000000057
527,43.8,48.6,46.2,52.0,56.0,54.0,5165.0,57.0,0.0047307000132826,356.8
528,48.6,53.5,51.05,52.0,56.0,54.0,5250.0,73.0,0.004829256263559315,351.95
529,53.5,58.4,55.95,52.0,56.0,54.0,5364.0,65.0,0.004829256263559315,347.05
530,58.4,63.2,60.8,52.0,56.0,54.0,5440.0,38.0,0.0047307000132826,342.2
531,63.2,68.1,65.65,52.0,56.0,54.0,5568.0,42.0,0.004829256263559308,337.35
532,68.1,73.0,70.55,52.0,56.0,54.0,5862.0,27.0,0.004829256263559322,332.45
533,73.0,77.8,75.4,52.0,56.0,54.0,6334.0,20.0,0.004730700013282592,327.6
534,77.8,82.7,80.25,52.0,56.0,54.0,6350.0,14.0,0.004829256263559322,322.75
535,82.7,87.6,85.15,52.0,56.0,54.0,6036.0,21.0,0.004829256263559308,317.85
536,87.6,92.4,90.0,52.0,56.0,54.0,5778.0,37.0,0.004730700013282607,313.0
537,92.4,97.3,94.85,52.0,56.0,54.0,5708.0,28.0,0.004829256263559308,308.15
538,97.3,102.2,99.75,52.0,56.0,54.0,5731.0,26.0,0.004829256263559322,303.25
539,102.2,107.0,104.6,52.0,56.0,54.0,5809.0,24.0,0.004730700013282592,298.4
540,107.0,111.9,109.45,52.0,56.0,54.0,5869.0,27.0,0.004829256263559322,293.55
541,111.9,116.8,114.35,52.0,56.0,54.0,5875.0,22.0,0.004829256263559308,288.65
542,116.8,121.6,119.19999999999999,52.0,56.0,54.0,5885.0,31.0,0.004730700013282592,283.8
543,121.6,126.5,124.05,52.0,56.0,54.0,6020.0,18.0,0.004829256263559322,278.95
544,126.5,131.4,128.95,52.0,56.0,54.0,6132.0,19.0,0.004829256263559322,274.05
545,131.4,136.2,133.8,52.0,56.0,54.0,6190.0,15.0,0.004730700013282578,269.2
546,136.2,141.1,138.64999999999998,52.0,56.0,54.0,6496.0,9.0,0.004829256263559322,264.35
547,141.1,145.9,143.5,52.0,56.0,54.0,7392.0,1.0,0.004730700013282607,259.5
548,145.9,150.8,148.35000000000002,52.0,56.0,54.0,7747.0,4.0,0.004829256263559322,254.64999999999998
549,150.8,155.7,153.25,52.0,56.0,54.0,7836.0,1.0,0.004829256263559294,249.75
