bin_index,azimuth_lo_deg,azimuth_hi_deg,azimuth_center_deg,zenith_lo_deg,zenith_hi_deg,zenith_center_deg,slant_rock_m,intensity_raw,solid_angle_sr,fig7_lvd_azimuth_center_deg
550,155.7,160.5,158.1,52.0,56.0,54.0,7971.0,3.0,0.004730700013282607,244.9
551,160.5,165.4,162.95,52.0,56.0,54.0,7863.0,8.0,0.004829256263559322,240.05
552,165.4,170.3,167.85000000000002,52.0,56.0,54.0,7932.0,6.0,0.004829256263559322,235.14999999999998
553,170.3,175.1,172.7,52.0,56.0,54.0,7917.0,3.0,0.004730700013282578,230.3
554,175.1,180.0,177.55,52.0,56.0,54.0,7485.0,6.0,0.004829256263559322,225.45
555,180.0,184.9,182.45,52.0,56.0,54.0,6554.0,14.0,0.004829256263559322,220.55
556,184.9,189.7,187.3,52.0,56.0,54.0,5334.0,42.0,0.004730700013282578,215.7
557,189.7,194.6,192.14999999999998,52.0,56.0,54.0,4440.0,149.0,0.004829256263559322,210.85000000000002
558,194.6,199.5,197.05,52.0,56.0,54.0,3781.0,450.0,0.004829256263559322,205.95
559,199.5,204.3,201.9,52.0,56.0,54.0,3690.0,600.0,0.004730700013282607,201.1
560,204.3,209.2,206.75,52.0,56.0,54.0,3706.0,646.0,0.004829256263559294,196.25
561,209.2,214.1,211.64999999999998,52.0,56.0,54.0,3811.0,561.0,0.004829256263559322,191.35000000000002
562,214.1,218.9,216.5,52.0,56.0,54.0,4027.0,408.0,0.004730700013282607,186.5
563,218.9,223.8,221.35000000000002,52.0,56.0,54.0,4112.0,333.0,0.004829256263559322,181.64999999999998
564,223.8,228.6,226.2,52.0,56.0,54.0,4042.0,376.0,0.004730700013282578,176.8
565,228.6,233.5,231.05,52.0,56.0,54.0,3982.0,473.0,0.004829256263559322,171.95
566,233.5,238.4,235.95,52.0,56.0,54.0,3980.0,452.0,0.004829256263559322,167.05
567,238.4,243.2,240.8,52.0,56.0,54.0,4074.0,369.0,0.004730700013282578,162.2
568,243.2,248.1,245.64999999999998,52.0,56.0,54.0,4177.0,299.0,0.004829256263559322,157.35000000000002
569,248.1,253.0,250.55,52.0,56.0,54.0,4255.0,296.0,0.004829256263559322,152.45
570,253.0,257.8,255.4,52.0,56.0,54.0,4393.0,266.0,0.004730700013282607,147.6
571,257.8,262.7,260.25,52.0,56.0,54.0,4574.0,182.0,0.004829256263559294,142.75
572,262.7,267.6,265.15,52.0,56.0,54.0,4773.0,149.0,0.004829256263559349,137.85000000000002
573,267.6,272.4,270.0,52.0,56.0,54.0,4711.0,158.0,0.00473070001328255,133.0
574,272.4,277.3,274.85,52.0,56.0,54.0,4473.0,178.0,0.004829256263559349,128.14999999999998
575,277.3,282.2,279.75,52.0,56.0,54.0,4313.0,240.0,0.004829256263559294,123.25
576,282.2,287.0,284.6,52.0,56.0,54.0,4185.0,280.0,0.004730700013282607,118.39999999999998
577,287.0,291.9,289.45,52.0,56.0,54.0,4068.0,263.0,0.004829256263559294,113.55000000000001
578,291.9,296.8,294.35,52.0,56.0,54.0,4071.0,256.0,0.004829256263559349,108.64999999999998
579,296.8,301.6,299.20000000000005,52.0,56.0,54.0,4006.0,299.0,0.004730700013282607,103.79999999999995
580,301.6,306.5,304.05,52.0,56.0,54.0,3966.0,329.0,0.004829256263559294,98.94999999999999
581,306.5,311.4,308.95,52.0,56.0,54.0,3945.0,269.0,0.004829256263559294,94.05000000000001
582,311.4,316.2,313.79999999999995,52.0,56.0,54.0,3891.0,293.0,0.004730700013282607,89.20000000000005
583,316.2,321.1,318.65,52.0,56.0,54.0,3897.0,310.0,0.004829256263559349,84.35000000000002
584,321.1,325.9,323.5,52.0,56.0,54.0,3904.0,278.0,0.00473070001328255,79.5
585,325.9,330.8,328.35,52.0,56.0,54.0,3914.0,311.0,0.004829256263559349,74.64999999999998
586,330.8,335.7,333.25,52.0,56.0,54.0,3941.0,288.0,0.004829256263559294,69.75
587,335.7,340.5,338.1,52.0,56.0,54.0,4022.0,240.0,0.004730700013282607,64.89999999999998
588,340.5,345.4,342.95,52.0,56.0,54.0,4107.0,239.0,0.004829256263559294,60.05000000000001
589,345.4,350.3,347.85,52.0,56.0,54.0,4160.0,178.0,0.004829256263559349,55.14999999999998
590,350.3,355.1,352.70000000000005,52.0,56.0,54.0,4209.0,203.0,0.004730700013282607,50.299999999999955
591,355.1,360.0,357.55,52.0,56.0,54.0,4265.0,191.0,0.004829256263559294,45.44999999999999
592,0.0,4.7,2.35,56.0,60.0,58.0,5030.0,55.0,0.00485562197908463,40.65
593,4.7,9.4,7.050000000000001,56.0,60.0,58.0,5141.0,49.0,0.00485562197908463,35.95
594,9.4,14.0,11.7,56.0,60.0,58.0,5121.0,54.0,0.00475231087314666,31.3
595,14.0,18.7,16.35,56.0,60.0,58.0,5164.0,57.0,0.004855621979084629,26.65
596,18.7,23.4,21.049999999999997,56.0,60.0,58.0,5133.0,71.0,0.004855621979084629,21.950000000000003
597,23.4,28.1,25.75,56.0,60.0,58.0,5127.0,65.0,0.004855621979084633,17.25
598,28.1,32.7,30.400000000000002,56.0,60.0,58.0,5228.0,64.0,0.004752310873146661,12.599999999999998
599,32.7,37.4,35.05,56.0,60.0,58.0,5536.0,58.0,0.004855621979084626,7.950000000000003
600,37.4,42.1,39.75,56.0,60.0,58.0,5671.0,53.0,0.004855621979084633,3.25
601,42.1,46.8,44.45,56.0,60.0,58.0,5757.0,37.0,0.004855621979084626,358.55
602,46.8,51.4,49.099999999999994,56.0,60.0,58.0,5802.0,45.0,0.004752310873146661,353.9
603,51.4,56.1,53.75,56.0,60.0,58.0,5822.0,29.0,0.004855621979084633,349.25
604,56.1,60.8,58.45,56.0,60.0,58.0,5837.0,24.0,0.004855621979084626,344.55
605,60.8,65.5,63.15,56.0,60.0,58.0,5949.0,30.0,0.004855621979084633,339.85
606,65.5,70.1,67.8,56.0,60.0,58.0,6313.0,17.0,0.004752310873146654,335.2
607,70.1,74.8,72.44999999999999,56.0,60.0,58.0,6796.0,4.0,0.004855621979084633,330.55
608,74.8,79.5,77.15,56.0,60.0,58.0,7050.0,5.0,0.004855621979084633,325.85
609,79.5,84.2,81.85,56.0,60.0,58.0,6617.0,4.0,0.004855621979084633,321.15
610,84.2,88.8,86.5,56.0,60.0,58.0,6275.0,20.0,0.004752310873146654,316.5
611,88.8,93.5,91.15,56.0,60.0,58.0,6041.0,18.0,0.004855621979084633,311.85
612,93.5,98.2,95.85,56.0,60.0,58.0,6017.0,23.0,0.004855621979084633,307.15
613,98.2,102.9,100.55000000000001,56.0,60.0,58.0,6248.0,24.0,0.004855621979084633,302.45
614,102.9,107.5,105.2,56.0,60.0,58.0,6304.0,12.0,0.004752310873146654,297.8
615,107.5,112.2,109.85,56.0,60.0,58.0,6323.0,9.0,0.004855621979084633,293.15
616,112.2,116.9,114.55000000000001,56.0,60.0,58.0,6349.0,9.0,0.004855621979084633,288.45
617,116.9,121.6,119.25,56.0,60.0,58.0,6442.0,12.0,0.004855621979084618,283.75
618,121.6,126.2,123.9,56.0,60.0,58.0,6536.0,11.0,0.004752310873146669,279.1
619,126.2,130.9,128.55,56.0,60.0,58.0,6585.0,8.0,0.004855621979084633,274.45
620,130.9,135.6,133.25,56.0,60.0,58.0,6802.0,5.0,0.004855621979084618,269.75
621,135.6,140.3,137.95,56.0,60.0,58.0,7592.0,3.0,0.004855621979084648,265.05
622,140.3,144.9,142.60000000000002,56.0,60.0,58.0,8011.0,2.0,0.004752310873146654,260.4
623,144.9,149.6,147.25,56.0,60.0,58.0,7941.0,5.0,0.004855621979084618,255.75
624,149.6,154.3,151.95,56.0,60.0,58.0,8025.0,0.0,0.004855621979084648,251.05
625,154.3,159.0,156.65,56.0,60.0,58.0,8157.0,1.0,0.004855621979084618,246.35
626,159.0,163.6,161.3,56.0,60.0,58.0,8108.0,2.0,0.004752310873146654,241.7
627,163.6,168.3,165.95,56.0,60.0,58.0,8131.0,3.0,0.004855621979084648,237.05
628,168.3,173.0,170.65,56.0,60.0,58.0,8358.0,1.0,0.004855621979084618,232.35
629,173.0,177.7,175.35,56.0,60.0,58.0,7861.0,2.0,0.004855621979084618,227.65
630,177.7,182.3,180.0,56.0,60.0,58.0,7138.0,8.0,0.0047523108731466835,223.0
631,182.3,187.0,184.65,56.0,60.0,58.0,6426.0,16.0,0.004855621979084618,218.35
632,187.0,191.7,189.35,56.0,60.0,58.0,5931.0,39.0,0.004855621979084618,213.65
633,191.7,196.4,194.05,56.0,60.0,58.0,5503.0,61.0,0.004855621979084648,208.95
634,196.4,201.0,198.7,56.0,60.0,58.0,4217.0,246.0,0.004752310873146654,204.3
635,201.0,205.7,203.35,56.0,60.0,58.0,3841.0,481.0,0.004855621979084618,199.65
636,205.7,210.4,208.05,56.0,60.0,58.0,3910.0,508.0,0.004855621979084648,194.95
637,210.4,215.1,212.75,56.0,60.0,58.0,4143.0,399.0,0.004855621979084618,190.25
638,215.1,219.7,217.39999999999998,56.0,60.0,58.0,4248.0,363.0,0.004752310873146654,185.60000000000002
639,219.7,224.4,222.05,56.0,60.0,58.0,4230.0,313.0,0.004855621979084648,180.95
640,224.4,229.1,226.75,56.0,60.0,58.0,4180.0,356.0,0.004855621979084618,176.25
641,229.1,233.8,231.45,56.0,60.0,58.0,4140.0,403.0,0.004855621979084648,171.55
642,233.8,238.4,236.10000000000002,56.0,60.0,58.0,4118.0,375.0,0.004752310873146654,166.89999999999998
643,238.4,243.1,240.75,56.0,60.0,58.0,4226.0,362.0,0.004855621979084618,162.25
644,243.1,247.8,245.45,56.0,60.0,58.0,4293.0,332.0,0.004855621979084648,157.55
645,247.8,252.5,250.15,56.0,60.0,58.0,4365.0,287.0,0.004855621979084618,152.85
646,252.5,257.1,254.8,56.0,60.0,58.0,4560.0,221.0,0.0047523108731466835,148.2
647,257.1,261.8,259.45000000000005,56.0,60.0,58.0,4834.0,141.0,0.004855621979084618,143.54999999999995
648,261.8,266.5,264.15,56.0,60.0,58.0,4999.0,112.0,0.004855621979084618,138.85000000000002
649,266.5,271.2,268.85,56.0,60.0,58.0,5062.0,112.0,0.004855621979084618,134.14999999999998
650,271.2,275.8,273.5,56.0,60.0,58.0,4799.0,135.0,0.0047523108731466835,129.5
651,275.8,280.5,278.15,56.0,60.0,58.0,4550.0,182.0,0.004855621979084618,124.85000000000002
652,280.5,285.2,282.85,56.0,60.0,58.0,4361.0,200.0,0.004855621979084618,120.14999999999998
653,285.2,289.9,287.54999999999995,56.0,60.0,58.0,4364.0,194.0,0.004855621979084618,115.45000000000005
654,289.9,294.5,292.2,56.0,60.0,58.0,4387.0,194.0,0.0047523108731466835,110.80000000000001
655,294.5,299.2,296.85,56.0,60.0,58.0,4345.0,198.0,0.004855621979084618,106.14999999999998
656,299.2,303.9,301.54999999999995,56.0,60.0,58.0,4286.0,226.0,0.004855621979084618,101.45000000000005
657,303.9,308.6,306.25,56.0,60.0,58.0,4227.0,177.0,0.004855621979084677,96.75
658,308.6,313.2,310.9,56.0,60.0,58.0,4261.0,158.0,0.0047523108731466245,92.10000000000002
659,313.2,317.9,315.54999999999995,56.0,60.0,58.0,4250.0,181.0,0.004855621979084618,87.45000000000005
660,317.9,322.6,320.25,56.0,60.0,58.0,4227.0,172.0,0.004855621979084677,82.75
661,322.6,327.3,324.95000000000005,56.0,60.0,58.0,4322.0,152.0,0.004855621979084618,78.04999999999995
662,327.3,331.9,329.6,56.0,60.0,58.0,4396.0,125.0,0.0047523108731466245,73.39999999999998
663,331.9,336.6,334.25,56.0,60.0,58.0,4451.0,140.0,0.004855621979084677,68.75
664,336.6,341.3,338.95000000000005,56.0,60.0,58.0,4495.0,115.0,0.004855621979084618,64.04999999999995
665,341.3,346.0,343.65,56.0,60.0,58.0,4566.0,106.0,0.004855621979084618,59.35000000000002
666,346.0,350.6,348.3,56.0,60.0,58.0,4747.0,84.0,0.0047523108731466835,54.69999999999999
667,350.6,355.3,352.95000000000005,56.0,60.0,58.0,4883.0,66.0,0.004855621979084618,50.049999999999955
668,355.3,360.0,357.65,56.0,60.0,58.0,4890.0,73.0,0.004855621979084618,45.35000000000002
669,0.0,4.5,2.25,60.0,64.0,62.0,6719.0,6.0,0.004840318812414959,40.75
670,4.5,9.0,6.75,60.0,64.0,62.0,6756.0,5.0,0.004840318812414959,36.25
671,9.0,13.5,11.25,60.0,64.0,62.0,6638.0,15.0,0.004840318812414959,31.75
672,13.5,18.0,15.75,60.0,64.0,62.0,6515.0,5.0,0.004840318812414959,27.25
673,18.0,22.5,20.25,60.0,64.0,62.0,6328.0,11.0,0.004840318812414959,22.75
674,22.5,27.0,24.75,60.0,64.0,62.0,6335.0,12.0,0.004840318812414959,18.25
675,27.0,31.5,29.25,60.0,64.0,62.0,6448.0,14.0,0.004840318812414959,13.75
676,31.5,36.0,33.75,60.0,64.0,62.0,6475.0,16.0,0.004840318812414959,9.25
677,36.0,40.5,38.25,60.0,64.0,62.0,6306.0,13.0,0.004840318812414959,4.75
678,40.5,45.0,42.75,60.0,64.0,62.0,6237.0,13.0,0.004840318812414959,0.25
679,45.0,49.5,47.25,60.0,64.0,62.0,6129.0,15.0,0.004840318812414959,355.75
680,49.5,54.0,51.75,60.0,64.0,62.0,6107.0,18.0,0.004840318812414959,351.25
681,54.0,58.5,56.25,60.0,64.0,62.0,6077.0,20.0,0.004840318812414959,346.75
682,58.5,63.0,60.75,60.0,64.0,62.0,6295.0,9.0,0.004840318812414959,342.25
683,63.0,67.5,65.25,60.0,64.0,62.0,6849.0,12.0,0.004840318812414959,337.75
684,67.5,72.0,69.75,60.0,64.0,62.0,7162.0,7.0,0.004840318812414959,333.25
685,72.0,76.5,74.25,60.0,64.0,62.0,7459.0,3.0,0.004840318812414959,328.75
686,76.5,81.0,78.75,60.0,64.0,62.0,7742.0,2.0,0.004840318812414959,324.25
687,81.0,85.5,83.25,60.0,64.0,62.0,7263.0,5.0,0.004840318812414959,319.75
688,85.5,90.0,87.75,60.0,64.0,62.0,6779.0,3.0,0.004840318812414959,315.25
689,90.0,94.5,92.25,60.0,64.0,62.0,6562.0,10.0,0.004840318812414959,310.75
690,94.5,99.0,96.75,60.0,64.0,62.0,6617.0,9.0,0.004840318812414959,306.25
691,99.0,103.5,101.25,60.0,64.0,62.0,6699.0,6.0,0.004840318812414959,301.75
692,103.5,108.0,105.75,60.0,64.0,62.0,6757.0,11.0,0.004840318812414959,297.25
693,108.0,112.5,110.25,60.0,64.0,62.0,6922.0,4.0,0.004840318812414959,292.75
694,112.5,117.0,114.75,60.0,64.0,62.0,6991.0,11.0,0.004840318812414959,288.25
695,117.0,121.5,119.25,60.0,64.0,62.0,7120.0,5.0,0.004840318812414959,283.75
696,121.5,126.0,123.75,60.0,64.0,62.0,7702.0,0.0,0.004840318812414959,279.25
697,126.0,130.5,128.25,60.0,64.0,62.0,7863.0,3.0,0.004840318812414959,274.75
698,130.5,135.0,132.75,60.0,64.0,62.0,8048.0,3.0,0.004840318812414959,270.25
699,135.0,139.5,137.25,60.0,64.0,62.0,8313.0,2.0,0.004840318812414959,265.75
700,139.5,144.0,141.75,60.0,64.0,62.0,8176.0,2.0,0.004840318812414959,261.25
701,144.0,148.5,146.25,60.0,64.0,62.0,8060.0,1.0,0.004840318812414959,256.75
702,148.5,153.0,150.75,60.0,64.0,62.0,8193.0,1.0,0.004840318812414959,252.25
703,153.0,157.5,155.25,60.0,64.0,62.0,8614.0,0.0,0.004840318812414959,247.75
704,157.5,162.0,159.75,60.0,64.0,62.0,8576.0,0.0,0.004840318812414959,243.25
705,162.0,166.5,164.25,60.0,64.0,62.0,8438.0,1.0,0.004840318812414959,238.75
706,166.5,171.0,168.75,60.0,64.0,62.0,8407.0,1.0,0.004840318812414959,234.25
707,171.0,175.5,173.25,60.0,64.0,62.0,8535.0,0.0,0.004840318812414959,229.75
708,175.5,180.0,177.75,60.0,64.0,62.0,7729.0,4.0,0.004840318812414959,225.25
709,180.0,184.5,182.25,60.0,64.0,62.0,6983.0,16.0,0.004840318812414959,220.75
710,184.5,189.0,186.75,60.0,64.0,62.0,6328.0,22.0,0.004840318812414959,216.25
711,189.0,193.5,191.25,60.0,64.0,62.0,5880.0,50.0,0.004840318812414959,211.75
712,193.5,198.0,195.75,60.0,64.0,62.0,5575.0,56.0,0.004840318812414959,207.25
713,198.0,202.5,200.25,60.0,64.0,62.0,5167.0,90.0,0.004840318812414959,202.75
714,202.5,207.0,204.75,60.0,64.0,62.0,4180.0,277.0,0.004840318812414959,198.25
715,207.0,211.5,209.25,60.0,64.0,62.0,4095.0,451.0,0.004840318812414959,193.75
716,211.5,216.0,213.75,60.0,64.0,62.0,4229.0,361.0,0.004840318812414959,189.25
717,216.0,220.5,218.25,60.0,64.0,62.0,4277.0,338.0,0.004840318812414959,184.75
718,220.5,225.0,222.75,60.0,64.0,62.0,4258.0,324.0,0.004840318812414959,180.25
719,225.0,229.5,227.25,60.0,64.0,62.0,4297.0,315.0,0.004840318812414959,175.75
720,229.5,234.0,231.75,60.0,64.0,62.0,4449.0,239.0,0.004840318812414959,171.25
721,234.0,238.5,236.25,60.0,64.0,62.0,4327.0,303.0,0.004840318812414959,166.75
722,238.5,243.0,240.75,60.0,64.0,62.0,4360.0,300.0,0.004840318812414959,162.25
723,243.0,247.5,245.25,60.0,64.0,62.0,4438.0,245.0,0.004840318812414959,157.75
724,247.5,252.0,249.75,60.0,64.0,62.0,4581.0,210.0,0.004840318812414959,153.25
725,252.0,256.5,254.25,60.0,64.0,62.0,4858.0,137.0,0.004840318812414959,148.75
726,256.5,261.0,258.75,60.0,64.0,62.0,5103.0,104.0,0.004840318812414959,144.25
727,261.0,265.5,263.25,60.0,64.0,62.0,5273.0,77.0,0.004840318812414959,139.75
728,265.5,270.0,267.75,60.0,64.0,62.0,5509.0,75.0,0.004840318812414959,135.25
729,270.0,274.5,272.25,60.0,64.0,62.0,5227.0,81.0,0.004840318812414959,130.75
730,274.5,279.0,276.75,60.0,64.0,62.0,4918.0,91.0,0.004840318812414959,126.25
731,279.0,283.5,281.25,60.0,64.0,62.0,4788.0,125.0,0.004840318812414959,121.75
732,283.5,288.0,285.75,60.0,64.0,62.0,4779.0,95.0,0.004840318812414959,117.25
733,288.0,292.5,290.25,60.0,64.0,62.0,4816.0,88.0,0.004840318812414959,112.75
734,292.5,297.0,294.75,60.0,64.0,62.0,4776.0,109.0,0.004840318812414959,108.25
735,297.0,301.5,299.25,60.0,64.0,62.0,4705.0,101.0,0.004840318812414959,103.75
736,301.5,306.0,303.75,60.0,64.0,62.0,4674.0,89.0,0.004840318812414959,99.25
737,306.0,310.5,308.25,60.0,64.0,62.0,4680.0,86.0,0.004840318812414959,94.75
738,310.5,315.0,312.75,60.0,64.0,62.0,4690.0,90.0,0.004840318812414959,90.25
739,315.0,319.5,317.25,60.0,64.0,62.0,4687.0,64.0,0.004840318812414959,85.75
740,319.5,324.0,321.75,60.0,64.0,62.0,4762.0,69.0,0.004840318812414959,81.25
741,324.0,328.5,326.25,60.0,64.0,62.0,4789.0,53.0,0.004840318812414959,76.75
742,328.5,333.0,330.75,60.0,64.0,62.0,4813.0,54.0,0.004840318812414959,72.25
743,333.0,337.5,335.25,60.0,64.0,62.0,4830.0,62.0,0.004840318812414959,67.75
744,337.5,342.0,339.75,60.0,64.0,62.0,5011.0,57.0,0.004840318812414959,63.25
745,342.0,346.5,344.25,60.0,64.0,62.0,5253.0,38.0,0.004840318812414959,58.75
746,346.5,351.0,348.75,60.0,64.0,62.0,5518.0,20.0,0.004840318812414959,54.25
747,351.0,355.5,353.25,60.0,64.0,62.0,5867.0,13.0,0.004840318812414959,49.75
748,355.5,360.0,357.75,60.0,64.0,62.0,6245.0,10.0,0.004840318812414959,45.25
749,0.0,4.3,2.15,64.0,68.0,66.0,7707.0,1.0,0.004785476030429196,40.85
750,4.3,8.7,6.5,64.0,68.0,66.0,7615.0,6.0,0.004896766170671736,36.5
751,8.7,13.0,10.85,64.0,68.0,66.0,7531.0,1.0,0.004785476030429197,32.15
752,13.0,17.3,15.15,64.0,68.0,66.0,7462.0,2.0,0.004785476030429197,27.85
753,17.3,21.7,19.5,64.0,68.0,66.0,7337.0,3.0,0.004896766170671735,23.5
754,21.7,26.0,23.85,64.0,68.0,66.0,7252.0,7.0,0.004785476030429197,19.15
755,26.0,30.4,28.2,64.0,68.0,66.0,7224.0,8.0,0.004896766170671735,14.8
756,30.4,34.7,32.55,64.0,68.0,66.0,7329.0,6.0,0.004785476030429201,10.450000000000003
757,34.7,39.0,36.85,64.0,68.0,66.0,7327.0,5.0,0.004785476030429193,6.149999999999999
758,39.0,43.4,41.2,64.0,68.0,66.0,6814.0,3.0,0.004896766170671735,1.7999999999999972
759,43.4,47.7,45.55,64.0,68.0,66.0,6554.0,17.0,0.004785476030429201,357.45
760,47.7,52.0,49.85,64.0,68.0,66.0,6430.0,22.0,0.004785476030429193,353.15
761,52.0,56.4,54.2,64.0,68.0,66.0,6520.0,20.0,0.004896766170671735,348.8
762,56.4,60.7,58.55,64.0,68.0,66.0,6929.0,11.0,0.004785476030429201,344.45
763,60.7,65.1,62.9,64.0,68.0,66.0,7336.0,0.0,0.004896766170671726,340.1
764,65.1,69.4,67.25,64.0,68.0,66.0,7520.0,5.0,0.004785476030429209,335.75
765,69.4,73.7,71.55000000000001,64.0,68.0,66.0,7919.0,3.0,0.004785476030429193,331.45
766,73.7,78.1,75.9,64.0,68.0,66.0,8102.0,1.0,0.004896766170671726,327.1
767,78.1,82.4,80.25,64.0,68.0,66.0,8288.0,1.0,0.004785476030429209,322.75
768,82.4,86.7,84.55000000000001,64.0,68.0,66.0,8452.0,1.0,0.004785476030429193,318.45
769,86.7,91.1,88.9,64.0,68.0,66.0,8186.0,0.0,0.004896766170671726,314.1
770,91.1,95.4,93.25,64.0,68.0,66.0,7599.0,0.0,0.004785476030429209,309.75
771,95.4,99.8,97.6,64.0,68.0,66.0,7342.0,2.0,0.004896766170671726,305.4
772,99.8,104.1,101.94999999999999,64.0,68.0,66.0,7389.0,7.0,0.004785476030429193,301.05
773,104.1,108.4,106.25,64.0,68.0,66.0,7506.0,5.0,0.004785476030429209,296.75
774,108.4,112.8,110.6,64.0,68.0,66.0,7547.0,5.0,0.004896766170671726,292.4
775,112.8,117.1,114.94999999999999,64.0,68.0,66.0,7671.0,3.0,0.004785476030429193,288.05
776,117.1,121.4,119.25,64.0,68.0,66.0,8145.0,0.0,0.004785476030429209,283.75
777,121.4,125.8,123.6,64.0,68.0,66.0,8255.0,0.0,0.004896766170671726,279.4
778,125.8,130.1,127.94999999999999,64.0,68.0,66.0,8277.0,0.0,0.004785476030429193,275.05
779,130.1,134.5,132.3,64.0,68.0,66.0,8487.0,1.0,0.004896766170671742,270.7
780,134.5,138.8,136.65,64.0,68.0,66.0,8511.0,3.0,0.004785476030429209,266.35
781,138.8,143.1,140.95,64.0,68.0,66.0,8357.0,0.0,0.004785476030429177,262.05
782,143.1,147.5,145.3,64.0,68.0,66.0,8300.0,1.0,0.004896766170671742,257.7
783,147.5,151.8,149.65,64.0,68.0,66.0,8659.0,3.0,0.004785476030429209,253.35
784,151.8,156.1,153.95,64.0,68.0,66.0,9468.0,0.0,0.004785476030429177,249.05
785,156.1,160.5,158.3,64.0,68.0,66.0,10070.0,0.0,0.004896766170671742,244.7
786,160.5,164.8,162.65,64.0,68.0,66.0,9242.0,3.0,0.004785476030429209,240.35
787,164.8,169.2,167.0,64.0,68.0,66.0,8810.0,2.0,0.004896766170671711,236.0
788,169.2,173.5,171.35,64.0,68.0,66.0,8755.0,1.0,0.004785476030429209,231.65
789,173.5,177.8,175.65,64.0,68.0,66.0,8311.0,5.0,0.004785476030429209,227.35
790,177.8,182.2,180.0,64.0,68.0,66.0,7746.0,6.0,0.004896766170671711,223.0
791,182.2,186.5,184.35,64.0,68.0,66.0,6989.0,18.0,0.004785476030429209,218.65
792,186.5,190.8,188.65,64.0,68.0,66.0,6419.0,26.0,0.004785476030429209,214.35
793,190.8,195.2,193.0,64.0,68.0,66.0,5958.0,39.0,0.004896766170671711,210.0
794,195.2,199.5,197.35,64.0,68.0,66.0,5640.0,62.0,0.004785476030429209,205.65
795,199.5,203.9,201.7,64.0,68.0,66.0,5285.0,83.0,0.004896766170671742,201.3
796,203.9,208.2,206.05,64.0,68.0,66.0,4458.0,261.0,0.004785476030429177,196.95
797,208.2,212.5,210.35,64.0,68.0,66.0,4187.0,408.0,0.004785476030429209,192.65
798,212.5,216.9,214.7,64.0,68.0,66.0,4290.0,362.0,0.004896766170671742,188.3
799,216.9,221.2,219.05,64.0,68.0,66.0,4292.0,391.0,0.004785476030429177,183.95
800,221.2,225.5,223.35,64.0,68.0,66.0,4285.0,364.0,0.004785476030429209,179.65
801,225.5,229.9,227.7,64.0,68.0,66.0,4431.0,341.0,0.004896766170671742,175.3
802,229.9,234.2,232.05,64.0,68.0,66.0,4744.0,218.0,0.004785476030429177,170.95
803,234.2,238.6,236.39999999999998,64.0,68.0,66.0,4703.0,211.0,0.004896766170671742,166.60000000000002
804,238.6,242.9,240.75,64.0,68.0,66.0,4617.0,227.0,0.004785476030429209,162.25
805,242.9,247.2,245.05,64.0,68.0,66.0,4715.0,198.0,0.004785476030429177,157.95
806,247.2,251.6,249.39999999999998,64.0,68.0,66.0,4908.0,180.0,0.004896766170671742,153.60000000000002
807,251.6,255.9,253.75,64.0,68.0,66.0,5236.0,103.0,0.004785476030429209,149.25
808,255.9,260.2,258.05,64.0,68.0,66.0,5494.0,59.0,0.004785476030429177,144.95
809,260.2,264.6,262.4,64.0,68.0,66.0,6037.0,31.0,0.004896766170671773,140.60000000000002
810,264.6,268.9,266.75,64.0,68.0,66.0,6412.0,21.0,0.004785476030429146,136.25
811,268.9,273.3,271.1,64.0,68.0,66.0,5753.0,23.0,0.004896766170671773,131.89999999999998
812,273.3,277.6,275.45000000000005,64.0,68.0,66.0,5553.0,45.0,0.004785476030429209,127.54999999999995
813,277.6,281.9,279.75,64.0,68.0,66.0,5420.0,42.0,0.004785476030429146,123.25
814,281.9,286.3,284.1,64.0,68.0,66.0,5394.0,55.0,0.004896766170671773,118.89999999999998
815,286.3,290.6,288.45000000000005,64.0,68.0,66.0,5437.0,47.0,0.004785476030429209,114.54999999999995
816,290.6,294.9,292.75,64.0,68.0,66.0,5399.0,46.0,0.004785476030429146,110.25
817,294.9,299.3,297.1,64.0,68.0,66.0,5326.0,50.0,0.004896766170671773,105.89999999999998
818,299.3,303.6,301.45000000000005,64.0,68.0,66.0,5249.0,41.0,0.004785476030429209,101.54999999999995
819,303.6,308.0,305.8,64.0,68.0,66.0,5261.0,30.0,0.004896766170671711,97.19999999999999
820,308.0,312.3,310.15,64.0,68.0,66.0,5309.0,23.0,0.004785476030429209,92.85000000000002
821,312.3,316.6,314.45000000000005,64.0,68.0,66.0,5320.0,34.0,0.004785476030429209,88.54999999999995
822,316.6,321.0,318.8,64.0,68.0,66.0,5361.0,26.0,0.004896766170671711,84.19999999999999
823,321.0,325.3,323.15,64.0,68.0,66.0,5403.0,25.0,0.004785476030429209,79.85000000000002
824,325.3,329.6,327.45000000000005,64.0,68.0,66.0,5442.0,15.0,0.004785476030429209,75.54999999999995
825,329.6,334.0,331.8,64.0,68.0,66.0,5622.0,31.0,0.004896766170671711,71.19999999999999
826,334.0,338.3,336.15,64.0,68.0,66.0,5893.0,16.0,0.004785476030429209,66.85000000000002
827,338.3,342.7,340.5,64.0,68.0,66.0,6067.0,7.0,0.004896766170671711,62.5
828,342.7,347.0,344.85,64.0,68.0,66.0,6341.0,5.0,0.004785476030429209,58.14999999999998
829,347.0,351.3,349.15,64.0,68.0,66.0,6635.0,6.0,0.004785476030429209,53.85000000000002
