tower_id,column_id,column_name,level_id,module_id,counter_in_module,counter_id,x_center_m,y_center_m,z_center_m,x_lo_m,x_hi_m,y_lo_m,y_hi_m,z_lo_m,z_hi_m
1,5,C5,4,32,8,256,11.6442,0.774,5.264,11.3818,11.9067,0.0,1.548,4.512,6.016
1,5,C5,5,33,1,257,11.6442,5.418,6.768,11.3818,11.9067,4.644,6.192,6.016,7.52
1,5,C5,5,33,2,258,11.3818,5.418,6.768,11.1193,11.6442,4.644,6.192,6.016,7.52
1,5,C5,5,33,3,259,11.6442,3.87,6.768,11.3818,11.9067,3.096,4.644,6.016,7.52
1,5,C5,5,33,4,260,11.3818,3.87,6.768,11.1193,11.6442,3.096,4.644,6.016,7.52
1,5,C5,5,33,5,261,11.6442,2.322,6.768,11.3818,11.9067,1.548,3.096,6.016,7.52
1,5,C5,5,33,6,262,11.3818,2.322,6.768,11.1193,11.6442,1.548,3.096,6.016,7.52
1,5,C5,5,33,7,263,11.3818,0.774,6.768,11.1193,11.6442,0.0,1.548,6.016,7.52
1,5,C5,5,33,8,264,11.6442,0.774,6.768,11.3818,11.9067,0.0,1.548,6.016,7.52
1,5,C5,6,34,1,265,11.6442,5.418,8.272,11.3818,11.9067,4.644,6.192,7.52,9.024
1,5,C5,6,34,2,266,11.3818,5.418,8.272,11.1193,11.6442,4.644,6.192,7.52,9.024
1,5,C5,6,34,3,267,11.6442,3.87,8.272,11.3818,11.9067,3.096,4.644,7.52,9.024
1,5,C5,6,34,4,268,11.3818,3.87,8.272,11.1193,11.6442,3.096,4.644,7.52,9.024
1,5,C5,6,34,5,269,11.6442,2.322,8.272,11.3818,11.9067,1.548,3.096,7.52,9.024
1,5,C5,6,34,6,270,11.3818,2.322,8.272,11.1193,11.6442,1.548,3.096,7.52,9.024
1,5,C5,6,34,7,271,11.3818,0.774,8.272,11.1193,11.6442,0.0,1.548,7.52,9.024
1,5,C5,6,34,8,272,11.6442,0.774,8.272,11.3818,11.9067,0.0,1.548,7.52,9.024
1,5,C5,7,35,1,273,11.6442,5.418,9.776,11.3818,11.9067,4.644,6.192,9.024,10.528
1,5,C5,7,35,2,274,11.3818,5.418,9.776,11.1193,11.6442,4.644,6.192,9.024,10.528
1,5,C5,7,35,3,275,11.6442,3.87,9.776,11.3818,11.9067,3.096,4.644,9.024,10.528
1,5,C5,7,35,4,276,11.3818,3.87,9.776,11.1193,11.6442,3.096,4.644,9.024,10.528
1,5,C5,7,35,5,277,11.6442,2.322,9.776,11.3818,11.9067,1.548,3.096,9.024,10.528
1,5,C5,7,35,6,278,11.3818,2.322,9.776,11.1193,11.6442,1.548,3.096,9.024,10.528
1,5,C5,7,35,7,279,11.3818,0.774,9.776,11.1193,11.6442,0.0,1.548,9.024,10.528
1,5,C5,7,35,8,280,11.6442,0.774,9.776,11.3818,11.9067,0.0,1.548,9.024,10.528
